# mean(lg_P), var(lg_P), mode(P)
3.857126 0.000000 7196.569830
3.829925 0.000000 6759.654691
3.793380 0.000000 6214.124886
3.752359 0.000000 5654.041836
3.709841 0.000000 5126.739637
3.649440 0.000000 4461.075111
3.607322 0.000000 4048.753493
3.563042 0.000000 3656.297797
3.517620 0.000000 3293.214424
3.484777 0.000000 3053.348388
3.451528 0.000000 2828.312857
3.413211 0.000000 2589.471091
3.360617 0.000000 2294.121914
3.310804 0.000000 2045.518329
3.237678 0.000000 1728.533366
3.165344 0.000000 1463.334421
3.086720 0.000000 1221.011989
3.034560 0.000000 1082.827299
2.991850 0.000000 981.408485
2.930426 0.000000 851.972254
2.856974 0.000000 719.404239
2.781646 0.000000 604.846212
2.716311 0.000001 520.366597
2.655829 0.000000 452.718780
2.587075 0.000005 386.422200
2.515814 0.000000 327.954237
2.448325 0.000000 280.752445
2.378893 0.000000 239.272451
2.312362 0.000000 205.286833
2.246001 0.000000 176.197728
2.178179 0.000000 150.722407
2.113710 0.000000 129.930012
2.048462 0.000000 111.804952
1.982004 0.000001 95.940450
1.919061 0.000000 82.996590
1.856823 0.000000 71.915510
1.796078 0.000001 62.528312
1.737142 0.000001 54.593487
1.677970 0.000000 47.639746
1.621629 0.000000 41.843517
1.566039 0.000001 36.815956
1.512637 0.000001 32.556350
1.461315 0.000001 28.927552
1.409906 0.000003 25.698026
1.359090 0.000001 22.860626
1.309500 0.000003 20.393614
1.264096 0.000004 18.369014
1.214175 0.000004 16.374388
1.167247 0.000002 14.697479
1.119176 0.000006 13.157181
1.071702 0.000005 11.794826
1.021640 0.000009 10.510427
0.973708 0.000008 9.412172
0.921426 0.000004 8.344794
0.869638 0.000004 7.406749
0.812491 0.000009 6.493384
0.754137 0.000004 5.677109
0.693603 0.000005 4.938461
0.630506 0.000006 4.270642
0.565361 0.000007 3.675747
0.496759 0.000006 3.138670
0.426066 0.000006 2.667178
0.353432 0.000008 2.256384
0.278590 0.000008 1.899201
