# mean(lg_P), var(lg_P), mode(P)
4.161809 0.000000 14514.743958
4.135874 0.000000 13673.322917
4.099458 0.000000 12573.552036
4.058209 0.000000 11434.278378
4.016518 0.000000 10387.655147
3.950965 0.000000 8932.321340
3.911241 0.000000 8151.552346
3.867481 0.000000 7370.220242
3.821379 0.000000 6627.944954
3.789455 0.000000 6158.208055
3.756832 0.000000 5712.567939
3.719016 0.000000 5236.194530
3.662936 0.000000 4601.883239
3.616265 0.000000 4132.988338
3.543308 0.000000 3493.872664
3.475261 0.000000 2987.172639
3.397651 0.000000 2498.333911
3.348027 0.000000 2228.570185
3.305950 0.000000 2022.784419
3.243006 0.000000 1749.871341
3.175312 0.000000 1497.307721
3.108372 0.000000 1283.426759
3.046919 0.000001 1114.084015
2.987427 0.000000 971.463467
2.927373 0.000014 845.942472
2.865041 0.000001 732.891344
2.800652 0.000000 631.903998
2.744113 0.000001 554.765965
2.682614 0.000001 481.516665
2.627407 0.000000 424.039341
2.571275 0.000000 372.626590
2.517443 0.000000 329.186700
2.462048 0.000004 289.759697
2.409275 0.000001 256.609280
2.357599 0.000001 227.822132
2.308408 0.000001 203.425781
2.260224 0.000003 182.060810
2.215065 0.000003 164.081176
2.168759 0.000003 147.486113
2.125245 0.000011 133.419797
2.082727 0.000010 120.976933
2.041048 0.000015 109.904127
1.999205 0.000012 99.810910
1.962325 0.000009 91.686493
1.915966 0.000024 82.396886
1.874648 0.000015 74.922758
1.834301 0.000006 68.279176
1.791569 0.000015 61.877690
1.744106 0.000013 55.472184
1.694071 0.000014 49.435483
1.646867 0.000022 44.342019
1.587733 0.000014 38.699124
1.534040 0.000013 34.198763
1.475255 0.000009 29.869939
1.411751 0.000009 25.806536
1.348483 0.000010 22.307976
1.281198 0.000010 19.106209
1.213500 0.000010 16.348498
1.144551 0.000010 13.948510
1.073333 0.000008 11.838969
0.996862 0.000013 9.927311
0.922659 0.000010 8.368269
0.847982 0.000011 7.046221
0.774295 0.000008 5.946700
