# mean(lg_P), var(lg_P), mode(P)
3.246362 0.000000 1763.444090
3.208757 0.000000 1617.174970
3.162882 0.000000 1455.063794
3.110967 0.000000 1291.120229
3.056425 0.000000 1138.741191
2.990956 0.000000 979.390274
2.935495 0.000000 861.975526
2.881434 0.000000 761.085341
2.830239 0.000000 676.454692
2.792571 0.000000 620.256474
2.758645 0.000000 573.647590
2.722530 0.000000 527.873022
2.675029 0.000000 473.182329
2.617826 0.000000 414.787506
2.535465 0.000000 343.134843
2.444758 0.000000 278.456412
2.352348 0.000000 225.085751
2.292400 0.000000 196.064887
2.252850 0.000000 178.998335
2.199321 0.000000 158.241535
2.113771 0.000000 129.948251
2.013092 0.000000 103.060404
1.939051 0.000000 86.906119
1.884149 0.000000 76.585779
1.802288 0.000001 63.428618
1.709000 0.000001 51.167847
1.639165 0.000000 43.567703
1.555403 0.000001 35.925423
1.471673 0.000000 29.625927
1.393537 0.000000 24.747754
1.306238 0.000000 20.241264
1.224607 0.000001 16.772798
1.140464 0.000000 13.818559
1.053556 0.000000 11.312418
0.969398 0.000000 9.319595
0.884765 0.000000 7.669459
0.798292 0.000001 6.284787
0.712428 0.000000 5.157350
0.627485 0.000000 4.241157
0.540509 0.000001 3.471425
0.454651 0.000000 2.848724
0.369027 0.000000 2.338978
0.282408 0.000000 1.916054
0.196469 0.000000 1.572055
0.111030 0.000000 1.291305
0.025947 0.000000 1.061565
-0.058586 0.000000 0.873802
-0.143620 0.000000 0.718420
-0.228152 0.000001 0.591352
-0.311688 0.000001 0.487878
-0.394972 0.000001 0.402741
-0.476483 0.000002 0.333821
-0.559313 0.000001 0.275857
-0.641210 0.000002 0.228447
-0.722298 0.000003 0.189537
-0.802388 0.000007 0.157615
-0.880580 0.000007 0.131644
-0.957630 0.000006 0.110244
-1.037034 0.000008 0.091822
-1.110778 0.000010 0.077482
-1.184173 0.000031 0.065427
-1.256419 0.000014 0.055405
-1.325807 0.000024 0.047221
-1.392461 0.000016 0.040504
