# mean(lg_P), var(lg_P), mode(P)
3.910005 0.000000 8128.394658
3.888086 0.000000 7728.333518
3.857918 0.000000 7209.703922
3.823229 0.000000 6656.243131
3.786552 0.000000 6117.185445
3.731418 0.000000 5387.880377
3.694457 0.000000 4948.311229
3.653822 0.000000 4506.314535
3.611925 0.000000 4091.901764
3.581267 0.000000 3813.003093
3.549633 0.000000 3545.135340
3.513044 0.000000 3258.694806
3.463056 0.000000 2904.398278
3.417709 0.000000 2616.424805
3.349861 0.000000 2238.000388
3.283174 0.000000 1919.435124
3.207802 0.000000 1613.621329
3.155328 0.000000 1429.970908
3.114419 0.000000 1301.423385
3.055419 0.000000 1136.106170
2.987384 0.000000 971.366857
2.915799 0.000000 823.755672
2.853223 0.000000 713.217197
2.793374 0.000000 621.402757
2.731106 0.000008 538.377350
2.661742 0.000001 458.923515
2.596510 0.000000 394.919790
2.532780 0.000000 341.019929
2.469084 0.000001 294.498657
2.406194 0.000000 254.796445
2.343846 0.000000 220.721663
2.283965 0.000000 192.293296
2.223128 0.000001 167.157286
2.162071 0.000001 145.234027
2.103053 0.000001 126.780129
2.046015 0.000001 111.176634
1.992396 0.000001 98.263848
1.937622 0.000001 86.620295
1.884628 0.000001 76.670010
1.833267 0.000003 68.117543
1.783108 0.000001 60.688360
1.736073 0.000002 54.458862
1.685767 0.000003 48.502059
1.641109 0.000006 43.761790
1.596534 0.000004 39.493411
1.550911 0.000005 35.554879
1.505639 0.000006 32.035067
1.459954 0.000006 28.836263
1.413170 0.000009 25.891009
1.365559 0.000009 23.202697
1.318012 0.000015 20.795951
1.265450 0.000012 18.425619
1.214336 0.000009 16.380020
1.157614 0.000005 14.374842
1.099580 0.000006 12.576687
1.039272 0.000008 10.945966
0.974508 0.000007 9.429567
0.909647 0.000008 8.121339
0.840737 0.000008 6.929786
0.770573 0.000008 5.895973
0.696701 0.000009 4.973719
0.620180 0.000007 4.170262
0.544129 0.000009 3.500330
0.464557 0.000007 2.914353
