# mean(lg_P), var(lg_P), mode(P)
3.920539 0.000000 8327.974835
3.901177 0.000000 7964.833162
3.873157 0.000000 7467.182660
3.840711 0.000000 6929.649160
3.806439 0.000000 6403.814361
3.753368 0.000000 5667.188771
3.718637 0.000000 5231.622005
3.680985 0.000000 4797.164623
3.642552 0.000000 4390.882518
3.616202 0.000000 4132.395068
3.588542 0.000000 3877.409789
3.555752 0.000000 3595.440952
3.508762 0.000000 3226.727065
3.464984 0.000000 2917.317277
3.397664 0.000000 2498.405708
3.332239 0.000000 2149.009522
3.259636 0.000000 1818.176253
3.213089 0.000000 1633.384451
3.176204 0.000000 1500.388093
3.118904 0.000000 1314.930813
3.050974 0.000000 1124.534984
2.981888 0.000000 959.151340
2.925212 0.000000 841.805390
2.870154 0.000000 741.571652
2.805079 0.000010 638.344791
2.741255 0.000001 551.128079
2.679953 0.000001 478.576051
2.616962 0.000000 413.963165
2.556100 0.000001 359.831118
2.496904 0.000001 313.979890
2.439325 0.000001 274.993635
2.382004 0.000000 240.992385
2.323380 0.000000 210.561888
2.267147 0.000002 184.987065
2.213439 0.000000 163.470008
2.157147 0.000000 143.597290
2.107862 0.000000 128.192095
2.058035 0.000001 114.296412
2.007774 0.000000 101.805935
1.959935 0.000001 91.187127
1.914337 0.000002 82.098207
1.867659 0.000000 73.732314
1.824910 0.000003 66.819423
1.778782 0.000005 60.085738
1.733300 0.000001 54.112569
1.690669 0.000001 49.053188
1.647630 0.000001 44.424889
1.602255 0.000002 40.017594
1.554716 0.000001 35.868472
1.505949 0.000002 32.058630
1.456016 0.000003 28.576502
1.406658 0.000008 25.505809
1.355349 0.000027 22.661370
1.292252 0.000006 19.599198
1.226299 0.000004 16.837971
1.157221 0.000027 14.360129
1.090037 0.000026 12.302006
1.023335 0.000012 10.551337
0.932297 0.000017 8.555751
0.878606 0.000050 7.559456
0.796180 0.000032 6.253263
0.738736 0.000010 5.479158
0.651675 0.000024 4.483518
0.575552 0.000014 3.762874
