# mean(lg_P), var(lg_P), mode(P)
3.309276 0.000000 2038.336462
3.285187 0.000000 1928.355193
3.253527 0.000000 1792.779183
3.217943 0.000000 1651.744897
3.179466 0.000000 1511.699093
3.130006 0.000000 1348.982135
3.089207 0.000000 1228.025049
3.047334 0.000000 1115.151425
3.005219 0.000000 1012.088366
2.971542 0.000000 936.573460
2.937802 0.000000 866.565568
2.901114 0.000000 796.366952
2.855345 0.000000 716.712180
2.806053 0.000000 639.812216
2.738851 0.000000 548.087684
2.667330 0.000000 464.867552
2.591693 0.000000 390.564040
2.535670 0.000000 343.296720
2.491541 0.000000 310.127410
2.435423 0.000000 272.534786
2.362335 0.000000 230.321315
2.280926 0.000000 190.952363
2.211862 0.000000 162.877666
2.153788 0.000000 142.490750
2.080926 0.000001 120.482150
2.000214 0.000001 100.048850
1.931129 0.000000 85.335146
1.853594 0.000000 71.382788
1.780222 0.000000 60.286731
1.705778 0.000000 50.789880
1.627328 0.000000 42.396286
1.551683 0.000000 35.619026
1.476227 0.000000 29.938224
1.395913 0.000000 24.883556
1.319704 0.000000 20.878701
1.243179 0.000000 17.505667
1.165186 0.000000 14.628016
1.088872 0.000000 12.270757
1.013024 0.000000 10.304425
0.935851 0.000000 8.626817
0.860876 0.000000 7.258977
0.786392 0.000000 6.114928
0.711964 0.000000 5.151853
0.638879 0.000000 4.353897
0.566661 0.000000 3.686893
0.495315 0.000000 3.128344
0.425392 0.000000 2.663120
0.356282 0.000000 2.271336
0.288226 0.000000 1.941893
0.221596 0.000000 1.665693
0.156010 0.000000 1.432217
0.092261 0.000001 1.236686
0.029583 0.000001 1.070485
-0.031938 0.000001 0.929094
-0.091936 0.000001 0.809210
-0.151850 0.000002 0.704931
-0.210013 0.000002 0.616571
-0.267027 0.000002 0.540714
-0.323773 0.000003 0.474483
-0.380741 0.000005 0.416148
-0.438058 0.000006 0.364693
-0.491760 0.000010 0.322267
-0.547896 0.000015 0.283184
-0.603553 0.000020 0.249116
