# mean(lg_P), var(lg_P), mode(P)
3.340545 0.000000 2190.507895
3.319589 0.000000 2087.318850
3.291199 0.000000 1955.235408
3.258834 0.000000 1814.821037
3.223200 0.000000 1671.857823
3.176789 0.000000 1502.411816
3.139066 0.000000 1377.419464
3.100764 0.000000 1261.139827
3.063379 0.000000 1157.121565
3.034729 0.000000 1083.250302
3.006375 0.000000 1014.787240
2.974479 0.000000 942.927680
2.931999 0.000000 855.064155
2.884144 0.000000 765.848762
2.816987 0.000000 656.125370
2.747429 0.000000 559.021704
2.674847 0.000000 472.983912
2.626025 0.000000 422.692546
2.588137 0.000000 387.379283
2.533628 0.000000 341.686125
2.458579 0.000000 287.460528
2.380336 0.000000 240.068470
2.319333 0.000000 208.608442
2.266302 0.000000 184.629253
2.188526 0.000001 154.355880
2.116064 0.000001 130.635454
2.051896 0.000000 112.692512
1.974656 0.000001 94.330781
1.905379 0.000000 80.422586
1.833154 0.000000 68.100970
1.759696 0.000001 57.503575
1.689145 0.000001 48.881453
1.615153 0.000001 41.224154
1.538534 0.000001 34.556730
1.466693 0.000000 29.288146
1.394305 0.000001 24.791564
1.323664 0.000001 21.069883
1.250469 0.000000 17.801944
1.179302 0.000000 15.111285
1.108628 0.000000 12.841825
1.038355 0.000000 10.923306
0.969071 0.000000 9.312581
0.901575 0.000000 7.972126
0.834072 0.000000 6.824513
0.768999 0.000000 5.874873
0.704709 0.000001 5.066492
0.640200 0.000001 4.367158
0.579673 0.000000 3.799024
0.518788 0.000001 3.302078
0.459835 0.000001 2.882925
0.402704 0.000001 2.527562
0.347240 0.000001 2.224528
0.289872 0.000002 1.949255
0.236486 0.000002 1.723777
0.182503 0.000003 1.522285
0.132543 0.000006 1.356842
0.079619 0.000005 1.201183
0.025340 0.000013 1.060009
-0.026282 0.000005 0.941252
-0.076453 0.000018 0.838505
-0.128391 0.000017 0.743995
-0.182760 0.000023 0.656426
-0.236445 0.000048 0.580021
-0.289457 0.000030 0.513421
