# mean(lg_P), var(lg_P), mode(P)
3.862844 0.000000 7291.955241
3.840330 0.000000 6923.568851
3.809017 0.000000 6441.936270
3.773455 0.000000 5935.459590
3.736037 0.000000 5445.489732
3.680672 0.000000 4793.707075
3.642492 0.000000 4390.279486
3.601508 0.000000 3994.918176
3.558371 0.000000 3617.183548
3.526834 0.000000 3363.825939
3.493900 0.000000 3118.168563
3.457150 0.000000 2865.166193
3.407458 0.000000 2555.395659
3.361740 0.000000 2300.062677
3.294194 0.000000 1968.764403
3.227149 0.000000 1687.130694
3.150702 0.000000 1414.821437
3.097667 0.000000 1252.180100
3.054923 0.000000 1134.808823
2.996321 0.000000 991.564198
2.928535 0.000000 848.269440
2.856121 0.000000 717.993718
2.790453 0.000001 617.235890
2.731812 0.000000 539.276212
2.668257 0.000009 465.840605
2.596969 0.000001 395.336894
2.531320 0.000000 339.874708
2.464878 0.000000 291.660781
2.400805 0.000000 251.654108
2.336876 0.000000 217.207601
2.271184 0.000000 186.716907
2.209968 0.000000 162.168817
2.147509 0.000000 140.445684
2.082375 0.000001 120.885322
2.023059 0.000000 105.452791
1.963790 0.000000 92.000249
1.906616 0.000000 80.651887
1.849823 0.000000 70.765512
1.794245 0.000000 62.264928
1.740534 0.000000 55.021623
1.688221 0.000001 48.777512
1.638247 0.000001 43.475607
1.587434 0.000002 38.675018
1.539395 0.000002 34.625075
1.492533 0.000001 31.083574
1.445629 0.000001 27.901433
1.398581 0.000001 25.036771
1.350825 0.000007 22.428984
1.305831 0.000002 20.222137
1.261643 0.000009 18.265110
1.211255 0.000007 16.264446
1.162431 0.000011 14.534707
1.109001 0.000007 12.852412
1.056582 0.000005 11.391222
1.000695 0.000008 10.015565
0.942935 0.000008 8.768337
0.882564 0.000005 7.630496
0.819206 0.000006 6.594679
0.752016 0.000006 5.649413
0.683186 0.000006 4.821382
0.612238 0.000005 4.094736
0.539151 0.000006 3.460489
0.463641 0.000008 2.908193
0.387533 0.000009 2.440691
