# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.146049 0.000000 13997.436984
-1.560025 4.120201 0.000000 13188.660359
-1.520288 4.083380 0.000000 12116.567633
-1.480552 4.040727 0.000000 10983.142115
-1.440816 3.997886 0.000000 9951.433794
-1.401080 3.931618 0.000000 8543.135420
-1.361343 3.891044 0.000000 7781.143311
-1.321607 3.847989 0.000000 7046.749464
-1.281871 3.804354 0.000000 6373.148238
-1.242135 3.776570 0.000000 5978.188353
-1.202399 3.748311 0.000000 5601.576084
-1.162662 3.715620 0.000000 5195.410737
-1.122926 3.662776 0.000000 4600.184208
-1.083190 3.615194 0.000000 4122.814146
-1.043454 3.538542 0.000000 3455.743933
-1.003717 3.466423 0.000000 2926.995920
-0.963981 3.387579 0.000000 2441.057531
-0.924245 3.343259 0.000000 2204.235620
-0.884509 3.307608 0.000000 2030.521500
-0.844773 3.245780 0.000000 1761.080371
-0.805036 3.173870 0.000000 1492.344476
-0.765300 3.104806 0.000000 1272.932696
-0.725564 3.046333 0.000001 1112.580371
-0.685828 2.990013 0.000000 977.266133
-0.646091 2.925982 0.000008 843.262931
-0.606355 2.864670 0.000000 732.266195
-0.566619 2.802292 0.000000 634.295209
-0.526883 2.744700 0.000001 555.518875
-0.487147 2.683291 0.000001 482.268742
-0.447410 2.628350 0.000000 424.960966
-0.407674 2.571800 0.000000 373.077515
-0.367938 2.517925 0.000000 329.552515
-0.328202 2.462296 0.000000 289.931133
-0.288465 2.408616 0.000001 256.219578
-0.248729 2.357728 0.000000 227.890985
-0.208993 2.306865 0.000001 202.703859
-0.169257 2.258995 0.000002 181.548053
-0.129520 2.213152 0.000001 163.361862
-0.089784 2.166044 0.000001 146.569073
-0.050048 2.122583 0.000002 132.610643
-0.010312 2.078296 0.000001 119.755134
0.029424 2.033704 0.000002 108.068288
0.069161 1.990453 0.000001 97.825259
0.108897 1.945132 0.000005 88.129073
0.148633 1.898555 0.000005 79.167068
0.188369 1.853104 0.000004 71.300683
0.228106 1.808283 0.000006 64.308603
0.267842 1.760841 0.000006 57.653874
0.307578 1.709638 0.000008 51.241188
0.347314 1.656409 0.000007 45.330817
0.387050 1.601482 0.000014 39.943843
0.426787 1.540473 0.000011 34.709494
0.466523 1.479796 0.000007 30.184299
0.506259 1.417257 0.000004 26.136464
0.545995 1.349332 0.000005 22.352221
0.585732 1.283529 0.000007 19.209347
0.625468 1.208568 0.000005 16.164273
0.665204 1.136238 0.000006 13.684333
0.704940 1.060359 0.000006 11.490664
0.744677 0.984044 0.000007 9.638922
0.784413 0.906298 0.000007 8.059027
0.824149 0.828066 0.000006 6.730558
0.863885 0.748418 0.000007 5.602744
0.903621 0.668651 0.000007 4.662684
