# mean(lg_P), var(lg_P), mode(P)
3.139669 0.000000 1379.333198
3.116132 0.000000 1306.568322
3.085358 0.000000 1217.188897
3.051236 0.000000 1125.214643
3.013400 0.000000 1031.334487
2.966108 0.000000 924.927599
2.925825 0.000000 842.993580
2.884591 0.000000 766.638570
2.844039 0.000000 698.294333
2.810802 0.000000 646.847807
2.778379 0.000000 600.314760
2.742509 0.000000 552.724559
2.698090 0.000000 498.987463
2.648189 0.000000 444.824316
2.580746 0.000000 380.842704
2.508702 0.000000 322.627677
2.434117 0.000000 271.717157
2.378420 0.000000 239.011645
2.335945 0.000000 216.742625
2.279676 0.000000 190.403642
2.204601 0.000000 160.177270
2.121610 0.000000 132.315276
2.053598 0.000000 113.135139
1.996251 0.000000 99.140334
1.919587 0.000000 83.097202
1.838585 0.000000 68.957944
1.769647 0.000000 58.836368
1.690076 0.000000 48.986330
1.613482 0.000000 41.065926
1.537488 0.000000 34.473659
1.456583 0.000000 28.614276
1.378891 0.000000 23.927125
1.299403 0.000000 19.925177
1.216485 0.000000 16.462070
1.136174 0.000000 13.682748
1.055770 0.000000 11.370246
0.974518 0.000000 9.430119
0.892803 0.000000 7.812725
0.811002 0.000000 6.471448
0.730154 0.000000 5.372218
0.648797 0.000000 4.454475
0.567808 0.000000 3.696640
0.487223 0.000000 3.070595
0.406602 0.000000 2.550356
0.327581 0.000000 2.126084
0.247550 0.000000 1.768271
0.168534 0.000000 1.474121
0.091871 0.000000 1.235578
0.014578 0.000001 1.034134
-0.061947 0.000001 0.867064
-0.136911 0.000001 0.729604
-0.210549 0.000001 0.615813
-0.284072 0.000001 0.519908
-0.355864 0.000001 0.440690
-0.426520 0.000001 0.374522
-0.495574 0.000001 0.319465
-0.564466 0.000001 0.272603
-0.631724 0.000002 0.233491
-0.697677 0.000003 0.200593
-0.761804 0.000004 0.173056
-0.825244 0.000005 0.149535
-0.886771 0.000006 0.129782
-0.946522 0.000009 0.113098
-1.007519 0.000017 0.098275
