# mean(lg_P), var(lg_P), mode(P)
3.330088 0.000000 2138.393808
3.301528 0.000000 2002.291926
3.265054 0.000000 1840.999387
3.224367 0.000000 1676.359557
3.181010 0.000000 1517.082870
3.126591 0.000000 1338.413553
3.081873 0.000000 1207.460465
3.037016 0.000000 1088.969012
2.992757 0.000000 983.460815
2.958057 0.000000 907.939468
2.924269 0.000000 839.979755
2.886292 0.000000 769.647873
2.838074 0.000000 688.768357
2.784394 0.000000 608.686747
2.711426 0.000000 514.547322
2.635005 0.000000 431.523894
2.557027 0.000000 360.600609
2.502466 0.000000 318.027812
2.458896 0.000000 287.670222
2.399745 0.000000 251.040737
2.320707 0.000000 209.269654
2.236909 0.000000 172.547414
2.169164 0.000000 147.626265
2.109007 0.000000 128.530511
2.031063 0.000001 107.414036
1.950756 0.000001 89.280101
1.880976 0.000000 76.028355
1.800673 0.000001 63.193420
1.726056 0.000000 53.217566
1.649389 0.000000 44.605547
1.569865 0.000000 37.141861
1.492404 0.000001 31.074393
1.414732 0.000000 25.985485
1.333003 0.000000 21.527926
1.254596 0.000000 17.971944
1.176356 0.000000 15.009126
1.097174 0.000001 12.507573
1.018592 0.000000 10.437374
0.940518 0.000000 8.720030
0.861816 0.000000 7.274708
0.784030 0.000000 6.081761
0.707199 0.000000 5.095637
0.630414 0.000000 4.269861
0.554563 0.000000 3.585606
0.480263 0.000000 3.021779
0.405892 0.000000 2.546194
0.332766 0.000000 2.151621
0.260599 0.000000 1.822211
0.189413 0.000001 1.546721
0.119731 0.000000 1.317437
0.050969 0.000001 1.124520
-0.016239 0.000001 0.963296
-0.081959 0.000001 0.828018
-0.146515 0.000001 0.713645
-0.209875 0.000001 0.616767
-0.271428 0.000002 0.535264
-0.333521 0.000002 0.463952
-0.393603 0.000003 0.404008
-0.451595 0.000003 0.353507
-0.510980 0.000007 0.308321
-0.572094 0.000004 0.267854
-0.627217 0.000013 0.235914
-0.683734 0.000022 0.207117
-0.746048 0.000016 0.179438
