# mean(lg_P), var(lg_P), mode(P)
4.284978 0.000000 19274.250774
4.259864 0.000000 18191.295148
4.223157 0.000000 16716.946808
4.180776 0.000000 15162.663505
4.138218 0.000000 13747.312198
4.069052 0.000000 11723.353602
4.029831 0.000000 10711.002214
3.986918 0.000000 9703.258322
3.943027 0.000000 8770.555522
3.915648 0.000000 8234.692185
3.887509 0.000000 7718.074025
3.855451 0.000000 7168.864987
3.800570 0.000000 6317.855696
3.754598 0.000000 5683.264497
3.678414 0.000000 4768.844021
3.609232 0.000000 4066.600771
3.532173 0.000000 3405.429715
3.488231 0.000000 3077.731106
3.452281 0.000000 2833.218816
3.390201 0.000000 2455.843014
3.322083 0.000000 2099.338578
3.258062 0.000000 1811.596301
3.202253 0.000001 1593.127190
3.145831 0.000000 1399.040491
3.085022 0.000008 1216.198935
3.030853 0.000001 1073.621424
2.970537 0.000000 934.407216
2.918720 0.000000 829.315035
2.861717 0.000001 727.302315
2.811015 0.000000 647.164042
2.760871 0.000001 576.593302
2.711566 0.000001 514.712636
2.662694 0.000005 459.919346
2.615885 0.000003 412.932114
2.570758 0.000003 372.178333
2.519822 0.000001 330.993064
2.483592 0.000005 304.495444
2.441970 0.000004 276.668985
2.399717 0.000007 251.016268
2.359031 0.000007 228.568130
2.315523 0.000007 206.779009
2.272145 0.000009 187.121247
2.232075 0.000007 170.631132
2.190558 0.000017 155.066569
2.145608 0.000014 139.821840
2.098157 0.000010 125.352807
2.048074 0.000008 111.700830
2.001453 0.000012 100.328734
1.942668 0.000008 87.629218
1.887194 0.000010 77.120931
1.828838 0.000014 67.422697
1.763489 0.000011 58.004655
1.699795 0.000009 50.092624
1.633970 0.000008 43.047856
1.560513 0.000011 36.348520
1.489885 0.000016 30.892186
1.416482 0.000019 26.087836
1.343610 0.000016 22.058312
1.266469 0.000016 18.468519
1.189966 0.000014 15.485828
1.114049 0.000013 13.002233
1.035087 0.000012 10.840744
0.954328 0.000012 9.001185
0.877049 0.000008 7.534064
