# mean(lg_P), var(lg_P), mode(P)
3.947301 0.000000 8857.301156
3.912833 0.000000 8181.505495
3.866628 0.000000 7355.769285
3.814817 0.000000 6528.554105
3.761331 0.000000 5772.064056
3.687429 0.000000 4868.875301
3.636697 0.000000 4332.080408
3.584095 0.000000 3837.909525
3.531606 0.000000 3400.989893
3.495990 0.000000 3133.208896
3.462726 0.000000 2902.184831
3.426973 0.000000 2672.839649
3.374370 0.000000 2367.938359
3.321995 0.000000 2098.912908
3.240587 0.000000 1740.147268
3.156116 0.000000 1432.569708
3.063288 0.000000 1156.875793
3.007686 0.000000 1017.854784
2.968135 0.000000 929.253359
2.910968 0.000000 814.642334
2.832698 0.000000 680.294817
2.745880 0.000000 557.031179
2.674799 0.000001 472.929821
2.617159 0.000000 414.150369
2.546264 0.000016 351.743483
2.468118 0.000001 293.843958
2.398341 0.000001 250.229770
2.327032 0.000001 212.338461
2.255730 0.000002 180.188129
2.187343 0.000001 153.936289
2.114836 0.000001 130.266868
2.047713 0.000001 111.612164
1.979541 0.000008 95.394595
1.911534 0.000003 81.569517
1.843571 0.000002 69.753562
1.778310 0.000003 60.020818
1.714485 0.000004 51.817305
1.651392 0.000001 44.811587
1.590255 0.000002 38.926999
1.532682 0.000008 34.092912
1.470923 0.000002 29.574617
1.413249 0.000003 25.896541
1.359996 0.000010 22.907221
1.302273 0.000007 20.056568
1.252678 0.000015 17.891389
1.199091 0.000013 15.814683
1.148273 0.000006 14.068901
1.100821 0.000016 12.611996
1.050852 0.000007 11.241794
1.003079 0.000015 10.070358
0.954851 0.000045 9.010463
0.904542 0.000011 8.026344
0.857593 0.000008 7.203994
0.804359 0.000004 6.373081
0.753549 0.000006 5.669364
0.697099 0.000006 4.978351
0.643675 0.000008 4.402073
0.584263 0.000007 3.839255
0.525843 0.000007 3.356029
0.460620 0.000005 2.888068
0.395777 0.000007 2.487491
0.330178 0.000007 2.138766
0.260571 0.000007 1.822024
0.189405 0.000006 1.546652
