# mean(lg_P), var(lg_P), mode(P)
3.521181 0.000000 3320.328722
3.492380 0.000000 3107.275654
3.455165 0.000000 2852.103042
3.413463 0.000000 2590.972799
3.369149 0.000000 2339.636937
3.312514 0.000000 2053.587135
3.269286 0.000000 1859.025651
3.226233 0.000000 1683.576517
3.185269 0.000000 1532.036135
3.155479 0.000000 1430.470055
3.125643 0.000000 1335.496982
3.090993 0.000000 1233.084206
3.041273 0.000000 1099.694466
2.985043 0.000000 966.144654
2.906693 0.000000 806.662829
2.829067 0.000000 674.631605
2.755278 0.000000 569.217444
2.710424 0.000000 513.361376
2.673075 0.000000 471.057700
2.608564 0.000000 406.034496
2.523243 0.000000 333.612412
2.444274 0.000000 278.146617
2.387446 0.000000 244.031215
2.327547 0.000000 212.591773
2.245368 0.000002 175.939303
2.172940 0.000001 148.914906
2.106964 0.000000 127.927505
2.025593 0.000000 106.069961
1.958582 0.000000 90.903587
1.883777 0.000000 76.520304
1.809483 0.000000 64.488497
1.736647 0.000000 54.531306
1.664317 0.000000 46.165316
1.587293 0.000001 38.662705
1.514538 0.000000 32.699247
1.442416 0.000000 27.695880
1.370327 0.000000 23.459878
1.298852 0.000000 19.899918
1.228147 0.000000 16.910093
1.157876 0.000000 14.383838
1.088610 0.000000 12.263346
1.020936 0.000000 10.493845
0.953837 0.000000 8.991583
0.887980 0.000000 7.726425
0.823661 0.000000 6.662847
0.760915 0.000000 5.766517
0.699447 0.000001 5.005484
0.639054 0.000001 4.355649
0.580065 0.000001 3.802443
0.522828 0.000001 3.332927
0.466599 0.000001 2.928175
0.411295 0.000002 2.578046
0.357150 0.000002 2.275864
0.304414 0.000001 2.015633
0.252038 0.000001 1.786634
0.199633 0.000001 1.583543
0.147602 0.000001 1.404750
0.095265 0.000002 1.245261
0.040788 0.000003 1.098450
-0.013997 0.000003 0.968269
-0.068540 0.000003 0.853990
-0.125624 0.000005 0.748797
-0.185035 0.000006 0.653057
-0.245333 0.000007 0.568396
