# mean(lg_P), var(lg_P), mode(P)
3.594779 0.000000 3933.495784
3.566495 0.000000 3685.484194
3.529666 0.000000 3385.835045
3.487707 0.000000 3074.016790
3.443228 0.000000 2774.773562
3.384937 0.000000 2426.256765
3.340815 0.000000 2191.869350
3.296804 0.000000 1980.631999
3.254480 0.000000 1796.718261
3.224605 0.000000 1677.276137
3.195865 0.000000 1569.874037
3.162701 0.000000 1454.455281
3.115290 0.000000 1304.037096
3.062699 0.000000 1155.309486
2.985536 0.000000 967.243126
2.906231 0.000000 805.804959
2.826968 0.000000 671.378365
2.779000 0.000000 601.173298
2.743618 0.000000 554.137280
2.684917 0.000000 484.078656
2.602793 0.000000 400.674916
2.519207 0.000000 330.526368
2.458333 0.000000 287.298039
2.403136 0.000000 253.008298
2.325102 0.000002 211.395960
2.247230 0.000001 176.696613
2.183084 0.000000 152.434397
2.104644 0.000000 127.245619
2.036294 0.000000 108.716141
1.963987 0.000000 92.042045
1.889593 0.000000 77.551870
1.818414 0.000001 65.828307
1.747841 0.000000 55.955162
1.671711 0.000000 46.958044
1.601710 0.000000 39.967707
1.531046 0.000000 33.966055
1.460330 0.000000 28.862205
1.391325 0.000000 24.622075
1.323317 0.000000 21.053083
1.254834 0.000000 17.981823
1.188566 0.000000 15.437096
1.123911 0.000000 13.301784
1.059595 0.000000 11.470809
0.996808 0.000000 9.926742
0.935703 0.000000 8.623874
0.876157 0.000000 7.518930
0.817239 0.000000 6.565050
0.760733 0.000001 5.764100
0.704330 0.000001 5.062073
0.650704 0.000001 4.474066
0.597221 0.000001 3.955664
0.545066 0.000002 3.508021
0.492552 0.000001 3.108484
0.440023 0.000001 2.754362
0.387318 0.000001 2.439585
0.335109 0.000001 2.163246
0.281877 0.000001 1.913702
0.226809 0.000002 1.685795
0.172358 0.000004 1.487132
0.115697 0.000004 1.305236
0.054702 0.000003 1.134214
-0.007199 0.000005 0.983533
-0.070265 0.000006 0.850592
-0.135444 0.000007 0.732049
