# mean(lg_P), var(lg_P), mode(P)
3.349462 0.000000 2235.947285
3.320659 0.000000 2092.467610
3.283667 0.000000 1921.616872
3.241849 0.000000 1745.213216
3.196995 0.000000 1573.964458
3.141115 0.000000 1383.933290
3.095939 0.000000 1247.208838
3.051476 0.000000 1125.837247
3.009652 0.000000 1022.472029
2.979022 0.000000 952.843143
2.950088 0.000000 891.430048
2.917101 0.000000 826.228419
2.871257 0.000000 743.458177
2.817180 0.000000 656.416966
2.740184 0.000000 549.773450
2.659004 0.000000 456.040972
2.580314 0.000000 380.463796
2.531479 0.000000 339.999864
2.495853 0.000000 313.222022
2.438033 0.000000 274.177888
2.353644 0.000000 225.757861
2.266528 0.000000 184.725816
2.205489 0.000000 160.505065
2.150719 0.000000 141.487358
2.068579 0.000001 117.105126
1.987538 0.000000 97.171137
1.923223 0.000000 83.795796
1.840476 0.000000 69.258842
1.768678 0.000000 58.705355
1.692867 0.000000 49.302267
1.614048 0.000000 41.119463
1.537907 0.000000 34.506915
1.462034 0.000000 28.975625
1.380761 0.000000 24.030350
1.304261 0.000000 20.149336
1.227071 0.000000 16.868278
1.148841 0.000000 14.087703
1.071928 0.000000 11.801241
0.995375 0.000000 9.894057
0.918034 0.000000 8.280059
0.842212 0.000000 6.953636
0.767182 0.000000 5.850345
0.692137 0.000000 4.921936
0.618529 0.000000 4.154591
0.545535 0.000000 3.511836
0.473979 0.000000 2.978368
0.403038 0.000000 2.529514
0.333195 0.000000 2.153743
0.264830 0.000001 1.840047
0.197528 0.000001 1.575893
0.131184 0.000001 1.352641
0.066391 0.000001 1.165169
0.003429 0.000001 1.007922
-0.058905 0.000001 0.873158
-0.119069 0.000001 0.760201
-0.179483 0.000002 0.661473
-0.237984 0.000002 0.578110
-0.295622 0.000003 0.506258
-0.352922 0.000003 0.443681
-0.409412 0.000006 0.389561
-0.466643 0.000009 0.341458
-0.522874 0.000011 0.299986
-0.579399 0.000017 0.263368
-0.636380 0.000022 0.230977
