# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.156600 0.000000 14341.690269
-1.560025 4.138139 0.000000 13744.803383
-1.520288 4.110070 0.000000 12884.576154
-1.480552 4.077721 0.000000 11959.727955
-1.440816 4.044908 0.000000 11089.407094
-1.401080 3.989628 0.000000 9764.011266
-1.361343 3.959344 0.000000 9106.347316
-1.321607 3.926003 0.000000 8433.413989
-1.281871 3.891728 0.000000 7793.422738
-1.242135 3.869591 0.000000 7406.115112
-1.202399 3.843272 0.000000 6970.623037
-1.162662 3.809835 0.000000 6454.086252
-1.122926 3.754861 0.000000 5686.702933
-1.083190 3.708195 0.000000 5107.344025
-1.043454 3.638718 0.000000 4352.289655
-1.003717 3.580980 0.000000 3810.482603
-0.963981 3.518889 0.000000 3302.851402
-0.924245 3.483116 0.000000 3041.694444
-0.884509 3.444349 0.000000 2781.943960
-0.844773 3.375868 0.000000 2376.116443
-0.805036 3.310479 0.000000 2043.991815
-0.765300 3.258349 0.000000 1812.796844
-0.725564 3.207918 0.000000 1614.052636
-0.685828 3.148102 0.000000 1406.377154
-0.646091 3.090640 0.000000 1232.081504
-0.606355 3.039991 0.000000 1096.453784
-0.566619 2.980474 0.000000 956.035830
-0.526883 2.930256 0.000000 851.639678
-0.487147 2.875669 0.000000 751.049135
-0.447410 2.826138 0.000000 670.097081
-0.407674 2.777279 0.000000 598.795728
-0.367938 2.729353 0.000000 536.231515
-0.328202 2.681765 0.000000 480.579190
-0.288465 2.635875 0.000000 432.388843
-0.248729 2.590384 0.000000 389.388510
-0.208993 2.546887 0.000000 352.278549
-0.169257 2.505046 0.000000 319.922800
-0.129520 2.463700 0.000000 290.870212
-0.089784 2.422071 0.000000 264.283896
-0.050048 2.381582 0.000000 240.758351
-0.010312 2.340917 0.000000 219.238236
0.029424 2.300442 0.000000 199.728913
0.069161 2.259476 0.000000 181.750300
0.108897 2.216275 0.000001 164.540891
0.148633 2.171998 0.000001 148.592318
0.188369 2.126384 0.000001 133.776706
0.228106 2.078313 0.000002 119.759150
0.267842 2.026924 0.000002 106.394553
0.307578 1.973242 0.000003 94.023006
0.347314 1.916845 0.000003 82.573020
0.387050 1.857752 0.000002 72.068676
0.426787 1.795596 0.000003 62.458063
0.466523 1.732381 0.000002 53.997833
0.506259 1.664140 0.000006 46.145207
0.545995 1.599008 0.000003 39.719275
0.585732 1.529420 0.000006 33.838178
0.625468 1.457814 0.000007 28.694444
0.665204 1.383976 0.000009 24.207810
0.704940 1.309913 0.000009 20.412310
0.744677 1.234267 0.000009 17.149258
0.784413 1.157158 0.000013 14.359147
0.824149 1.079533 0.000014 12.008814
0.863885 1.000563 0.000018 10.011987
0.903621 0.921464 0.000022 8.344764
