# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.565619 0.000000 3678.060675
-1.560025 3.544019 0.000000 3499.600274
-1.520288 3.514529 0.000000 3269.861485
-1.480552 3.481004 0.000000 3026.938782
-1.440816 3.445472 0.000000 2789.150748
-1.401080 3.397541 0.000000 2497.703884
-1.361343 3.363022 0.000000 2306.865173
-1.321607 3.328396 0.000000 2130.082363
-1.281871 3.294690 0.000000 1971.014266
-1.242135 3.270083 0.000000 1862.440761
-1.202399 3.242687 0.000000 1748.587413
-1.162662 3.206446 0.000000 1608.592192
-1.122926 3.154159 0.000000 1426.130263
-1.083190 3.097592 0.000000 1251.964261
-1.043454 3.023875 0.000000 1056.512808
-1.003717 2.958145 0.000000 908.122914
-0.963981 2.898220 0.000000 791.078129
-0.924245 2.859720 0.000000 723.968647
-0.884509 2.815189 0.000000 653.415006
-0.844773 2.740368 0.000000 550.006199
-0.805036 2.659999 0.000000 457.087019
-0.765300 2.598897 0.000000 397.097446
-0.725564 2.545557 0.000000 351.201531
-0.685828 2.472942 0.000000 297.126513
-0.646091 2.397244 0.000000 249.599462
-0.606355 2.335809 0.000000 216.675090
-0.566619 2.263313 0.000000 183.363557
-0.526883 2.187735 0.000000 154.075866
-0.487147 2.124274 0.000000 133.129332
-0.447410 2.050134 0.000000 112.236309
-0.407674 1.980330 0.000000 95.571813
-0.367938 1.909990 0.000000 81.281095
-0.328202 1.840817 0.000000 69.313317
-0.288465 1.767312 0.000000 58.521041
-0.248729 1.698880 0.000000 49.989650
-0.208993 1.630274 0.000000 42.684797
-0.169257 1.562823 0.000000 36.544593
-0.129520 1.495905 0.000000 31.325977
-0.089784 1.429994 0.000000 26.914974
-0.050048 1.364724 0.000000 23.159227
-0.010312 1.301097 0.000000 20.003075
0.029424 1.239088 0.000000 17.341554
0.069161 1.177634 0.000000 15.053355
0.108897 1.117988 0.000000 13.121632
0.148633 1.060002 0.000000 11.481561
0.188369 1.003091 0.000000 10.071416
0.228106 0.947603 0.000000 8.863440
0.267842 0.893871 0.000001 7.831945
0.307578 0.840386 0.000000 6.924443
0.347314 0.788090 0.000000 6.138872
0.387050 0.736242 0.000001 5.448041
0.426787 0.684919 0.000001 4.840794
0.466523 0.634025 0.000001 4.305489
0.506259 0.582819 0.000002 3.826616
0.545995 0.532662 0.000001 3.409249
0.585732 0.478798 0.000002 3.011568
0.625468 0.424624 0.000002 2.658392
0.665204 0.368690 0.000003 2.337133
0.704940 0.311228 0.000002 2.047490
0.744677 0.251088 0.000002 1.782719
0.784413 0.188350 0.000002 1.542922
0.824149 0.123311 0.000003 1.328326
0.863885 0.056186 0.000003 1.138097
0.903621 -0.013333 0.000005 0.969742
