# mean(lg_P), var(lg_P), mode(P)
3.618576 0.000000 4155.047660
3.587278 0.000000 3866.140518
3.547191 0.000000 3525.255120
3.502400 0.000000 3179.800917
3.455195 0.000000 2852.295418
3.393481 0.000000 2474.461578
3.346213 0.000000 2219.284223
3.297858 0.000000 1985.442610
3.249610 0.000000 1776.680688
3.213422 0.000000 1634.640316
3.178311 0.000000 1507.686240
3.139748 0.000000 1379.582073
3.088622 0.000000 1226.368772
3.035031 0.000000 1084.001557
2.958927 0.000000 909.758938
2.879549 0.000000 757.788775
2.795920 0.000000 625.057669
2.739323 0.000000 548.684267
2.696807 0.000000 497.515691
2.637086 0.000000 433.596454
2.560604 0.000000 363.583028
2.473258 0.000000 297.342482
2.402759 0.000000 252.788676
2.343340 0.000000 220.464823
2.270014 0.000014 186.200568
2.186898 0.000001 153.778848
2.117083 0.000000 130.943165
2.041339 0.000000 109.986211
1.967422 0.000000 92.772810
1.893059 0.000000 78.173299
1.815541 0.000001 65.393969
1.744030 0.000001 55.466196
1.669319 0.000001 46.700142
1.589896 0.000003 38.894556
1.516451 0.000000 32.843576
1.443594 0.000000 27.771114
1.371347 0.000001 23.514946
1.298096 0.000002 19.865112
1.227764 0.000001 16.895109
1.157034 0.000002 14.355855
1.085325 0.000003 12.170792
1.018880 0.000001 10.444266
0.948599 0.000006 8.883538
0.883530 0.000005 7.647482
0.820813 0.000001 6.619277
0.755458 0.000005 5.694364
0.692997 0.000011 4.931402
0.639204 0.000002 4.357113
0.579158 0.000002 3.794488
0.520945 0.000008 3.318374
0.466066 0.000006 2.924503
0.410410 0.000008 2.572708
0.357458 0.000006 2.277424
0.298049 0.000006 1.986255
0.248347 0.000007 1.771458
0.191565 0.000036 1.554113
0.137703 0.000023 1.372933
0.087355 0.000017 1.222687
0.035799 0.000007 1.085885
-0.026252 0.000033 0.941177
-0.081624 0.000015 0.828594
-0.137025 0.000010 0.729378
-0.196570 0.000010 0.635928
-0.256775 0.000009 0.553609
