# mean(lg_P), var(lg_P), mode(P)
3.814543 0.000000 6524.436808
3.786771 0.000000 6120.268447
3.749689 0.000000 5619.385546
3.707885 0.000000 5103.695161
3.664253 0.000000 4615.865877
3.604132 0.000000 4019.126994
3.562637 0.000000 3652.889643
3.520033 0.000000 3311.564472
3.478498 0.000000 3009.525841
3.449909 0.000000 2817.790133
3.420323 0.000000 2632.220557
3.385410 0.000000 2428.900000
3.333522 0.000000 2155.371996
3.279557 0.000000 1903.513981
3.201522 0.000000 1590.453908
3.126519 0.000000 1338.191250
3.052371 0.000000 1128.160854
3.008391 0.000000 1019.506061
2.971369 0.000000 936.199082
2.906205 0.000000 805.756748
2.825020 0.000000 668.372943
2.751144 0.000000 563.823438
2.695125 0.000001 495.591839
2.634342 0.000000 430.865553
2.560264 0.000008 363.284168
2.491361 0.000001 309.998300
2.426479 0.000000 266.979833
2.352948 0.000000 225.396421
2.289667 0.000000 194.834530
2.222234 0.000000 166.814581
2.154749 0.000000 142.806400
2.089644 0.000000 122.925979
2.024412 0.000000 105.781798
1.957082 0.000001 90.589769
1.893434 0.000000 78.240800
1.830466 0.000000 67.680799
1.769507 0.000000 58.817461
1.709909 0.000001 51.275208
1.650449 0.000000 44.714507
1.592716 0.000000 39.148534
1.537243 0.000001 34.454073
1.482831 0.000001 30.396907
1.429877 0.000002 26.907457
1.378855 0.000002 23.924865
1.327250 0.000001 21.244585
1.277594 0.000002 18.949146
1.229363 0.000001 16.957449
1.182869 0.000004 15.235598
1.134819 0.000001 13.640042
1.088354 0.000005 12.255797
1.040191 0.000004 10.969383
0.992372 0.000007 9.825513
0.942748 0.000009 8.764506
0.893233 0.000005 7.820277
0.840015 0.000004 6.918390
0.787509 0.000009 6.130403
0.731893 0.000007 5.393565
0.673461 0.000005 4.714643
0.612276 0.000005 4.095089
0.548321 0.000005 3.534339
0.483256 0.000005 3.042594
0.415612 0.000006 2.603736
0.345181 0.000008 2.213925
0.273393 0.000009 1.876602
