# mean(lg_P), var(lg_P), mode(P)
4.141625 0.000000 13855.598438
4.120764 0.000000 13205.768020
4.090343 0.000000 12312.413263
4.055500 0.000000 11363.181415
4.019667 0.000000 10463.254623
3.960745 0.000000 9135.763599
3.925058 0.000000 8415.074562
3.884885 0.000000 7671.580292
3.842423 0.000000 6957.006325
3.812701 0.000000 6496.815636
3.781329 0.000000 6044.057318
3.745209 0.000000 5561.715259
3.692403 0.000000 4924.962094
3.649446 0.000000 4461.137335
3.581578 0.000000 3815.725918
3.518070 0.000000 3296.623186
3.443259 0.000000 2774.969889
3.393618 0.000000 2475.243434
3.352823 0.000000 2253.316550
3.292619 0.000000 1961.634837
3.228836 0.000000 1693.695204
3.164058 0.000000 1459.006635
3.104269 0.000000 1271.358562
3.045836 0.000000 1111.310344
2.993845 0.000032 985.758777
2.928155 0.000000 847.527462
2.865016 0.000000 732.850245
2.812121 0.000001 648.811755
2.752511 0.000001 565.600636
2.698494 0.000000 499.450976
2.644967 0.000000 441.536248
2.593225 0.000000 391.943874
2.542487 0.000002 348.723837
2.491149 0.000001 309.846745
2.441757 0.000002 276.536819
2.394496 0.000003 248.021861
2.350122 0.000004 223.930275
2.304519 0.000003 201.609825
2.261925 0.000005 182.773600
2.220073 0.000005 165.982388
2.178612 0.000006 150.868739
2.137644 0.000007 137.286226
2.096920 0.000008 124.997961
2.055556 0.000008 113.641697
2.014614 0.000011 103.416050
1.972633 0.000011 93.887662
1.927335 0.000006 84.590445
1.882797 0.000010 76.343918
1.834538 0.000008 68.315535
1.785174 0.000008 60.975667
1.732003 0.000011 53.948432
1.676710 0.000010 47.499376
1.618479 0.000010 41.538863
1.556996 0.000009 36.055914
1.493171 0.000010 31.127677
1.423578 0.000013 26.518462
1.355911 0.000016 22.692147
1.288070 0.000015 19.410479
1.217674 0.000015 16.505899
1.147147 0.000015 14.031749
1.072169 0.000014 11.806953
0.997670 0.000012 9.945888
0.921291 0.000015 8.341752
0.844232 0.000015 6.985489
