# mean(lg_P), var(lg_P), mode(P)
4.363656 0.000000 23102.325703
4.346233 0.000000 22193.876066
4.318403 0.000000 20816.284014
4.285649 0.000000 19304.051501
4.252612 0.000000 17890.071415
4.191161 0.000000 15529.635561
4.160098 0.000000 14457.649266
4.122351 0.000000 13254.103830
4.083805 0.000000 12128.435729
4.058202 0.000000 11434.080702
4.031112 0.000000 10742.656656
3.999355 0.000000 9985.151622
3.946140 0.000000 8833.642267
3.907319 0.000000 8078.274564
3.840254 0.000000 6922.349135
3.781859 0.000000 6051.436999
3.710734 0.000000 5137.278813
3.668886 0.000000 4665.358457
3.632150 0.000000 4286.955554
3.572399 0.000000 3735.921491
3.515298 0.000000 3275.650640
3.459108 0.000000 2878.111180
3.407054 0.000001 2553.004847
3.353755 0.000000 2258.156290
3.306135 0.000008 2023.561629
3.253599 0.000001 1793.066662
3.198513 0.000001 1579.471181
3.157133 0.000001 1435.918220
3.102414 0.000001 1265.934104
3.059381 0.000001 1146.508669
3.016322 0.000001 1038.292305
2.974428 0.000004 942.799309
2.929652 0.000007 850.425139
2.892290 0.000004 780.333454
2.848995 0.000005 706.291671
2.812402 0.000004 649.220420
2.773845 0.000006 594.060499
2.736237 0.000006 544.782983
2.697252 0.000007 498.007643
2.659427 0.000010 456.461646
2.620777 0.000008 417.597403
2.579631 0.000008 379.850317
2.538451 0.000009 345.485515
2.495568 0.000009 313.001709
2.447912 0.000012 280.469674
2.398522 0.000017 250.312430
2.353236 0.000006 225.539328
2.294175 0.000022 196.844840
2.238597 0.000018 173.202817
2.183669 0.000015 152.627767
2.111668 0.000031 129.299673
2.064049 0.000008 115.885608
1.992328 0.000007 98.245272
1.924274 0.000013 83.993471
1.861286 0.000011 72.654149
1.787805 0.000026 61.340203
1.724295 0.000013 52.998560
1.653162 0.000013 44.991649
1.580543 0.000012 38.064156
1.507898 0.000012 32.201164
1.432254 0.000013 27.053508
1.356379 0.000011 22.717128
1.278672 0.000013 18.995145
1.199105 0.000012 15.815309
