# mean(lg_P), var(lg_P), mode(P)
3.292962 0.000000 1963.189971
3.263760 0.000000 1835.523904
3.226534 0.000000 1684.744222
3.184808 0.000000 1530.409509
3.140235 0.000000 1381.129607
3.085569 0.000000 1217.778526
3.041392 0.000000 1099.996695
2.998157 0.000000 995.764620
2.957606 0.000000 906.996853
2.926927 0.000000 845.136278
2.897143 0.000000 789.119811
2.862555 0.000000 728.709181
2.814194 0.000000 651.918179
2.756567 0.000000 570.908694
2.678268 0.000000 476.724086
2.599206 0.000000 397.379081
2.525896 0.000000 335.657018
2.480484 0.000000 302.331422
2.442884 0.000000 277.257383
2.379019 0.000000 239.341913
2.291453 0.000000 195.637494
2.209931 0.000000 162.155145
2.153370 0.000000 142.354044
2.093684 0.000000 124.074579
2.007088 0.000001 101.644866
1.933121 0.000001 85.727382
1.866823 0.000000 73.590679
1.781887 0.000001 60.518122
1.712281 0.000000 51.556062
1.634106 0.000000 43.063115
1.556629 0.000000 36.026978
1.479350 0.000000 30.154260
1.402865 0.000000 25.285092
1.321299 0.000000 20.955517
1.243838 0.000000 17.532234
1.166348 0.000000 14.667208
1.087496 0.000000 12.231933
1.009352 0.000000 10.217654
0.931453 0.000000 8.539888
0.853120 0.000000 7.130482
0.776236 0.000000 5.973588
0.699892 0.000000 5.010612
0.623249 0.000000 4.199995
0.547840 0.000000 3.530526
0.473351 0.000000 2.974064
0.399214 0.000000 2.507340
0.326582 0.000000 2.121200
0.255158 0.000000 1.799520
0.184201 0.000001 1.528268
0.114896 0.000001 1.302851
0.045901 0.000001 1.111476
-0.020568 0.000001 0.953741
-0.086549 0.000001 0.819312
-0.151400 0.000001 0.705664
-0.214941 0.000001 0.609616
-0.277652 0.000001 0.527649
-0.338635 0.000001 0.458524
-0.399379 0.000002 0.398673
-0.457263 0.000003 0.348923
-0.517270 0.000004 0.303893
-0.575730 0.000005 0.265619
-0.633575 0.000007 0.232493
-0.691643 0.000009 0.203393
-0.746897 0.000011 0.179092
