# mean(lg_P), var(lg_P), mode(P)
4.150359 0.000000 14137.043534
4.116441 0.000000 13074.971346
4.070405 0.000000 11759.931936
4.018747 0.000000 10441.118023
3.966215 0.000000 9251.555156
3.889442 0.000000 7752.491417
3.840410 0.000000 6924.835395
3.788309 0.000000 6141.980990
3.735783 0.000000 5442.304316
3.700538 0.000000 5018.087213
3.667816 0.000000 4653.887624
3.632567 0.000000 4291.084196
3.577421 0.000000 3779.380969
3.528085 0.000000 3373.527118
3.446820 0.000000 2797.817265
3.365737 0.000000 2321.326147
3.275287 0.000000 1884.891369
3.220904 0.000000 1663.040046
3.181130 0.000000 1517.503443
3.122154 0.000000 1324.809373
3.047804 0.000000 1116.356980
2.968580 0.000000 930.205891
2.900670 0.000001 795.550317
2.842531 0.000000 695.873607
2.774347 0.000015 594.719802
2.706184 0.000001 508.371742
2.638273 0.000000 434.782587
2.576037 0.000002 376.731566
2.507859 0.000003 321.997759
2.447306 0.000001 280.093678
2.382927 0.000001 241.504032
2.324107 0.000000 210.914408
2.262730 0.000009 183.108971
2.201503 0.000001 159.037423
2.144783 0.000002 139.565845
2.088531 0.000012 122.603805
2.034211 0.000003 108.194275
1.981164 0.000027 95.741761
1.929207 0.000032 84.944265
1.880353 0.000043 75.902156
1.831954 0.000004 67.911816
1.783380 0.000045 60.712446
1.737615 0.000043 54.640548
1.692103 0.000045 49.203864
1.651135 0.000015 44.781627
1.604387 0.000039 40.206566
1.560111 0.000005 36.316127
1.516171 0.000023 32.818518
1.471796 0.000007 29.633334
1.427917 0.000016 26.784245
1.378340 0.000030 23.892961
1.334312 0.000010 21.591836
1.282661 0.000044 19.167186
1.230439 0.000029 16.996967
1.174875 0.000023 14.956196
1.117611 0.000024 13.108583
1.056712 0.000015 11.394039
0.995312 0.000014 9.891906
0.932138 0.000013 8.552798
0.866282 0.000011 7.349462
0.798166 0.000012 6.282581
0.727880 0.000010 5.343875
0.656308 0.000012 4.531886
0.583768 0.000012 3.834772
