# mean(lg_P), var(lg_P), mode(P)
4.374260 0.000000 23673.351292
4.349666 0.000000 22369.994983
4.313066 0.000000 20562.027190
4.270560 0.000000 18644.897543
4.228245 0.000000 16913.930342
4.157105 0.000000 14358.360230
4.118901 0.000000 13149.225139
4.076104 0.000000 11915.267706
4.032079 0.000000 10766.602373
4.004790 0.000000 10110.892785
3.976880 0.000000 9481.565968
3.945204 0.000000 8814.626094
3.888589 0.000000 7737.288667
3.844447 0.000000 6989.499187
3.768490 0.000000 5867.996007
3.701423 0.000000 5028.312943
3.625623 0.000000 4223.007277
3.582511 0.000000 3823.933201
3.546361 0.000000 3518.523958
3.483659 0.000000 3045.495177
3.418774 0.000000 2622.851257
3.358080 0.000000 2280.756976
3.304141 0.000001 2014.369771
3.248383 0.000000 1771.668824
3.189950 0.000006 1548.586455
3.139214 0.000001 1377.880978
3.081996 0.000001 1207.798014
3.036970 0.000002 1088.844580
2.979659 0.000002 954.231311
2.931853 0.000001 854.773673
2.885162 0.000001 767.644239
2.838645 0.000001 689.673254
2.794143 0.000007 622.481209
2.751050 0.000002 563.697644
2.709079 0.000006 511.758816
2.670116 0.000008 467.839591
2.627816 0.000005 424.429157
2.588084 0.000005 387.322640
2.552387 0.000019 356.733722
2.513623 0.000027 326.258441
2.469514 0.000005 294.782597
2.432844 0.000029 270.880483
2.391784 0.000027 246.446761
2.348593 0.000029 223.113721
2.301656 0.000042 200.244362
2.252261 0.000035 178.722946
2.204836 0.000021 160.246203
2.149436 0.000024 141.052304
2.093828 0.000014 124.106661
2.037595 0.000016 109.033137
1.977841 0.000025 95.013141
1.916611 0.000010 82.525679
1.851861 0.000025 71.089087
1.782289 0.000020 60.568029
1.713609 0.000018 51.709172
1.646047 0.000014 44.260315
1.574900 0.000017 37.571718
1.501612 0.000016 31.737652
1.426926 0.000015 26.723414
1.350405 0.000012 22.406680
1.274038 0.000014 18.793383
1.196392 0.000013 15.716739
1.118176 0.000014 13.126363
1.039131 0.000015 10.941996
