# mean(lg_P), var(lg_P), mode(P)
3.471825 0.000000 2963.634478
3.434947 0.000000 2722.362448
3.388566 0.000000 2446.614126
3.336860 0.000000 2171.997784
3.282617 0.000000 1916.977103
3.215213 0.000000 1641.392695
3.160564 0.000000 1447.316144
3.106939 0.000000 1279.200749
3.055150 0.000000 1135.402721
3.018333 0.000000 1043.116158
2.984781 0.000000 965.562890
2.948241 0.000000 887.646652
2.899543 0.000000 793.492313
2.843733 0.000000 697.802778
2.761593 0.000000 577.553181
2.671882 0.000000 469.765688
2.579270 0.000000 379.550472
2.519786 0.000000 330.967937
2.480429 0.000000 302.293274
2.426140 0.000000 266.771289
2.342013 0.000000 219.792217
2.244185 0.000000 175.462664
2.170348 0.000000 148.028933
2.115033 0.000000 130.326501
2.035112 0.000004 108.418375
1.945594 0.000001 88.224818
1.874800 0.000000 74.954828
1.792982 0.000000 62.084218
1.712640 0.000000 51.598762
1.635881 0.000000 43.239449
1.552201 0.000001 35.661470
1.472881 0.000001 29.708426
1.392072 0.000001 24.664415
1.307720 0.000000 20.310441
1.227907 0.000000 16.900755
1.147572 0.000000 14.046605
1.065753 0.000001 11.634619
0.984833 0.000001 9.656758
0.905053 0.000001 8.036215
0.823951 0.000001 6.667290
0.743889 0.000000 5.544825
0.664839 0.000001 4.622074
0.585699 0.000001 3.852106
0.507933 0.000000 3.220566
0.430604 0.000000 2.695275
0.354374 0.000001 2.261367
0.279448 0.000001 1.903029
0.204158 0.000001 1.600134
0.130678 0.000003 1.351051
0.058114 0.000002 1.143166
-0.012576 0.000001 0.971450
-0.079907 0.000002 0.831934
-0.147081 0.000001 0.712714
-0.216345 0.000001 0.607649
-0.282835 0.000001 0.521390
-0.347166 0.000001 0.449604
-0.411313 0.000001 0.387868
-0.474452 0.000002 0.335384
-0.534500 0.000011 0.292062
-0.596144 0.000004 0.253424
-0.656694 0.000004 0.220443
-0.715647 0.000006 0.192460
-0.774075 0.000009 0.168230
-0.831422 0.000008 0.147421
