# mean(lg_P), var(lg_P), mode(P)
4.291721 0.000000 19575.851264
4.271343 0.000000 18678.540396
4.240217 0.000000 17386.707426
4.204466 0.000000 16012.732131
4.168357 0.000000 14735.212267
4.105317 0.000000 12744.315241
4.070903 0.000000 11773.411061
4.030222 0.000000 10720.670707
3.986624 0.000000 9696.694860
3.956575 0.000000 9048.472354
3.924471 0.000000 8403.706178
3.889007 0.000000 7744.742511
3.833824 0.000000 6820.621172
3.793011 0.000000 6208.841269
3.725619 0.000000 5316.404530
3.664866 0.000000 4622.377291
3.590274 0.000000 3892.901286
3.542092 0.000000 3484.104182
3.500758 0.000000 3167.798270
3.439964 0.000000 2753.993297
3.380244 0.000000 2400.180063
3.320415 0.000000 2091.292962
3.262115 0.000000 1828.579078
3.205775 0.000000 1606.104361
3.149889 0.000013 1412.079067
3.096684 0.000001 1249.345716
3.037657 0.000001 1090.572853
2.990420 0.000001 978.178006
2.933509 0.000002 858.035684
2.885414 0.000001 768.090153
2.837200 0.000001 687.381680
2.789657 0.000000 616.107138
2.743043 0.000006 553.386296
2.699348 0.000001 500.432852
2.655662 0.000006 452.529646
2.615018 0.000010 412.094063
2.574983 0.000014 375.794329
2.536627 0.000016 344.024293
2.494253 0.000006 312.060667
2.459207 0.000023 287.841154
2.415231 0.000005 260.147816
2.379620 0.000029 239.636345
2.337326 0.000007 217.425405
2.297683 0.000032 198.431400
2.253164 0.000049 179.081592
2.209972 0.000030 162.145012
2.163046 0.000026 145.540942
2.112534 0.000023 129.562876
2.060441 0.000015 114.923121
2.006216 0.000009 101.436802
1.950430 0.000030 89.199120
1.889390 0.000016 77.509370
1.832201 0.000029 67.941532
1.764742 0.000017 58.170472
1.701300 0.000008 50.266819
1.633095 0.000011 42.960488
1.564243 0.000015 36.661485
1.493051 0.000014 31.118572
1.420669 0.000013 26.341362
1.346662 0.000012 22.214393
1.272645 0.000013 18.733386
1.196816 0.000012 15.732156
1.119037 0.000015 13.152333
1.041854 0.000016 11.010769
