# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.216647 0.000085 1646.077133
-1.560025 3.191018 0.000186 1550.917002
-1.520288 3.157596 0.000110 1436.624778
-1.480552 3.121355 0.000118 1321.549720
-1.440816 3.081959 0.000106 1207.022921
-1.401080 3.033882 0.000128 1080.406760
-1.361343 2.994930 0.000153 987.591801
-1.321607 2.968047 0.000090 928.624799
-1.281871 2.933421 0.000104 857.395878
-1.242135 2.913590 0.000271 818.402394
-1.202399 2.894800 0.000162 784.199881
-1.162662 2.853596 0.000090 713.492013
-1.122926 2.805145 0.000101 638.136254
-1.083190 2.744834 0.000135 555.293420
-1.043454 2.668062 0.000116 465.365476
-1.003717 2.600401 0.000165 398.126726
-0.963981 2.548072 0.000209 352.850672
-0.924245 2.518018 0.000101 329.447063
-0.884509 2.474050 0.000106 297.719045
-0.844773 2.398707 0.000121 250.280990
-0.805036 2.314442 0.000135 206.124826
-0.765300 2.258451 0.000136 181.191107
-0.725564 2.211329 0.000107 162.586019
-0.685828 2.139738 0.000135 137.856630
-0.646091 2.060260 0.000140 114.798799
-0.606355 2.004161 0.000121 100.897896
-0.566619 1.932253 0.000106 85.508385
-0.526883 1.858959 0.000089 72.236097
-0.487147 1.796172 0.000112 62.504805
-0.447410 1.722933 0.000121 52.802393
-0.407674 1.652713 0.000113 44.921405
-0.367938 1.580574 0.000133 38.042409
-0.328202 1.506890 0.000129 32.106483
-0.288465 1.433169 0.000143 27.091984
-0.248729 1.360887 0.000132 22.939489
-0.208993 1.288931 0.000141 19.435946
-0.169257 1.218266 0.000146 16.516898
-0.129520 1.148843 0.000124 14.078518
-0.089784 1.077971 0.000112 11.959522
-0.050048 1.005058 0.000143 10.109481
-0.010312 0.934985 0.000172 8.601813
0.029424 0.866262 0.000150 7.343752
0.069161 0.798313 0.000181 6.279093
0.108897 0.730392 0.000168 5.370370
0.148633 0.663638 0.000191 4.604661
0.188369 0.597820 0.000192 3.957098
0.228106 0.533378 0.000220 3.410921
0.267842 0.468867 0.000251 2.939614
0.307578 0.406641 0.000251 2.547203
0.347314 0.346131 0.000295 2.215395
0.387050 0.281183 0.000350 1.907118
0.426787 0.220203 0.000716 1.654073
0.466523 0.190903 0.000283 1.549710
0.506259 0.109978 0.000276 1.286305
0.545995 0.064418 0.000579 1.156338
0.585732 0.014582 0.000822 1.029651
0.625468 -0.051580 0.000834 0.884099
0.665204 -0.117230 0.001239 0.758433
0.704940 -0.137219 0.000986 0.725287
0.744677 -0.202874 0.001271 0.622586
0.784413 -0.263727 0.001754 0.539801
0.824149 -0.318185 0.001903 0.475810
0.863885 -0.364870 0.002048 0.426987
0.903621 -0.413742 0.002194 0.381247
