# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.465139 0.000069 2917.292540
-1.560025 3.438847 0.000085 2745.691853
-1.520288 3.406663 0.000204 2547.963570
-1.480552 3.369963 0.000112 2342.639326
-1.440816 3.330554 0.000151 2138.977806
-1.401080 3.281618 0.000129 1911.261359
-1.361343 3.246242 0.000122 1761.817484
-1.321607 3.212877 0.000111 1631.624944
-1.281871 3.182162 0.000149 1519.915105
-1.242135 3.163625 0.000075 1456.974420
-1.202399 3.138352 0.000092 1374.489244
-1.162662 3.101903 0.000090 1263.848396
-1.122926 3.052098 0.000102 1126.846278
-1.083190 2.994151 0.000145 985.865731
-1.043454 2.916285 0.000119 824.157798
-1.003717 2.849621 0.000167 706.700205
-0.963981 2.796681 0.000126 625.734338
-0.924245 2.769387 0.000097 587.709566
-0.884509 2.723420 0.000131 528.590331
-0.844773 2.649852 0.000116 446.255805
-0.805036 2.567281 0.000141 368.941171
-0.765300 2.513814 0.000135 326.215148
-0.725564 2.464205 0.000093 291.065796
-0.685828 2.391155 0.000141 245.940288
-0.646091 2.320127 0.000143 208.831606
-0.606355 2.264438 0.000121 183.720601
-0.566619 2.193838 0.000117 156.159519
-0.526883 2.122271 0.000114 132.436910
-0.487147 2.061672 0.000118 115.186357
-0.447410 1.989768 0.000102 97.618644
-0.407674 1.922859 0.000126 83.669770
-0.367938 1.855335 0.000126 71.621592
-0.328202 1.787775 0.000149 61.296083
-0.288465 1.717572 0.000142 52.148743
-0.248729 1.652224 0.000126 44.867703
-0.208993 1.584351 0.000160 38.369124
-0.169257 1.521901 0.000154 33.231247
-0.129520 1.457031 0.000152 28.620772
-0.089784 1.393638 0.000170 24.731209
-0.050048 1.328314 0.000180 21.276466
-0.010312 1.265601 0.000177 18.415879
0.029424 1.208575 0.000180 16.149550
0.069161 1.147064 0.000262 14.010763
0.108897 1.090308 0.000293 12.292310
0.148633 1.031526 0.000641 10.716406
0.188369 0.976907 0.000302 9.467004
0.228106 0.927513 0.000468 8.441778
0.267842 0.871433 0.000329 7.424650
0.307578 0.818225 0.000337 6.568232
0.347314 0.765803 0.000457 5.817703
0.387050 0.716722 0.000464 5.195807
0.426787 0.663361 0.000578 4.592295
0.466523 0.617577 0.000513 4.134233
0.506259 0.577537 0.000495 3.770475
0.545995 0.525076 0.000444 3.342362
0.585732 0.476373 0.000633 2.984812
0.625468 0.434051 0.000735 2.706192
0.665204 0.374484 0.001225 2.353223
0.704940 0.340915 0.000851 2.182506
0.744677 0.284517 0.001603 1.909093
0.784413 0.216986 0.001777 1.632657
0.824149 0.152054 0.002055 1.403854
0.863885 0.097976 0.002532 1.236359
0.903621 0.041261 0.002564 1.084817
