# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.561792 0.000094 3643.972529
-1.560025 3.552036 0.000104 3562.833355
-1.520288 3.537176 0.000567 3434.563017
-1.480552 3.512122 0.000107 3249.947521
-1.440816 3.491637 0.000176 3099.083264
-1.401080 3.452910 0.000174 2834.710567
-1.361343 3.426265 0.000149 2666.379100
-1.321607 3.392579 0.000117 2467.793582
-1.281871 3.361985 0.000209 2298.810774
-1.242135 3.337529 0.000095 2174.255020
-1.202399 3.306970 0.000094 2026.536787
-1.162662 3.278547 0.000105 1898.036590
-1.122926 3.237373 0.000121 1726.214548
-1.083190 3.198273 0.000142 1577.417566
-1.043454 3.143065 0.000146 1389.081019
-1.003717 3.087686 0.000188 1222.516350
-0.963981 3.020888 0.000136 1048.514566
-0.924245 2.970537 0.000204 933.400295
-0.884509 2.929208 0.000150 848.910592
-0.844773 2.873025 0.000125 745.997132
-0.805036 2.816412 0.000151 654.734681
-0.765300 2.744437 0.000139 554.775984
-0.725564 2.681079 0.000136 479.475936
-0.685828 2.623640 0.000140 420.066214
-0.646091 2.563947 0.000170 366.061869
-0.606355 2.493710 0.000141 311.448329
-0.566619 2.429895 0.000131 268.901678
-0.526883 2.363270 0.000255 230.506666
-0.487147 2.296117 0.000137 197.607018
-0.447410 2.234720 0.000134 171.557845
-0.407674 2.164630 0.000136 145.987817
-0.367938 2.104372 0.000153 127.063201
-0.328202 2.039760 0.000169 109.489222
-0.288465 1.972453 0.000192 93.758591
-0.248729 1.911200 0.000206 81.419037
-0.208993 1.845607 0.000154 70.025000
-0.169257 1.784551 0.000173 60.834824
-0.129520 1.728371 0.000212 53.442157
-0.089784 1.668698 0.000212 46.581137
-0.050048 1.611025 0.000227 40.785248
-0.010312 1.555666 0.000229 35.903734
0.029424 1.501368 0.000290 31.673805
0.069161 1.444497 0.000355 27.776624
0.108897 1.394592 0.000666 24.720560
0.148633 1.345390 0.000749 22.062998
0.188369 1.297034 0.000363 19.778775
0.228106 1.244198 0.000495 17.500870
0.267842 1.196380 0.000422 15.682236
0.307578 1.147077 0.000404 14.000616
0.347314 1.097995 0.000516 12.497059
0.387050 1.048968 0.000562 11.160236
0.426787 1.000333 0.000748 9.968077
0.466523 0.951602 0.000691 8.912737
0.506259 0.903710 0.000506 7.989961
0.545995 0.847455 0.000464 7.020810
0.585732 0.788868 0.000588 6.130740
0.625468 0.733866 0.000722 5.397619
0.665204 0.672979 0.001583 4.670190
0.704940 0.607773 0.000923 4.033180
0.744677 0.475392 0.001018 2.971998
0.784413 0.403102 0.001281 2.512770
0.824149 0.346925 0.001864 2.201064
0.863885 0.259226 0.001653 1.800607
0.903621 0.184929 0.001935 1.515216
