# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.332153 0.000000 21485.836231
-1.560025 4.316481 0.000000 20724.308316
-1.520288 4.286916 0.000000 19360.457187
-1.480552 4.256225 0.000000 18039.482606
-1.440816 4.224570 0.000000 16771.390445
-1.401080 4.166449 0.000000 14670.618725
-1.361343 4.139715 0.000000 13794.785643
-1.321607 4.108193 0.000000 12829.010002
-1.281871 4.077379 0.000000 11950.301560
-1.242135 4.058949 0.000000 11453.768615
-1.202399 4.034949 0.000000 10837.980533
-1.162662 3.999649 0.000000 9991.919774
-1.122926 3.938439 0.000000 8678.387396
-1.083190 3.888968 0.000000 7744.043125
-1.043454 3.817386 0.000000 6567.279727
-1.003717 3.766039 0.000000 5834.968499
-0.963981 3.711602 0.000000 5147.565767
-0.924245 3.679969 0.000000 4785.961916
-0.884509 3.636964 0.000000 4334.744355
-0.844773 3.562554 0.000000 3652.189933
-0.805036 3.503680 0.000000 3189.187715
-0.765300 3.460866 0.000000 2889.785947
-0.725564 3.411181 0.000000 2577.394463
-0.685828 3.350859 0.000000 2243.150465
-0.646091 3.300314 0.000000 1996.705224
-0.606355 3.255176 0.000000 1799.599045
-0.566619 3.197964 0.000000 1577.478506
-0.526883 3.156814 0.000000 1434.872231
-0.487147 3.104053 0.000000 1270.728693
-0.447410 3.061023 0.000000 1150.861297
-0.407674 3.017962 0.000000 1042.224184
-0.367938 2.975072 0.000000 944.216261
-0.328202 2.933765 0.000000 858.546941
-0.288465 2.894914 0.000000 785.079073
-0.248729 2.854427 0.000000 715.197035
-0.208993 2.817152 0.000000 656.374200
-0.169257 2.779209 0.000000 601.461034
-0.129520 2.742174 0.000001 552.296338
-0.089784 2.703740 0.000001 505.519568
-0.050048 2.665594 0.000001 463.011464
-0.010312 2.624574 0.000001 421.280833
0.029424 2.583106 0.000001 382.916640
0.069161 2.539115 0.000001 346.029749
0.108897 2.495334 0.000001 312.846274
0.148633 2.445878 0.000001 279.174404
0.188369 2.395457 0.000001 248.573223
0.228106 2.342398 0.000001 219.986510
0.267842 2.286479 0.000001 193.409008
0.307578 2.227989 0.000001 169.038524
0.347314 2.166864 0.000001 146.845679
0.387050 2.103755 0.000001 126.984890
0.426787 2.040452 0.000002 109.761105
0.466523 1.973216 0.000002 94.018214
0.506259 1.904292 0.000002 80.220838
0.545995 1.833384 0.000002 68.136475
0.585732 1.761847 0.000002 57.788734
0.625468 1.689314 0.000003 48.899841
0.665204 1.614522 0.000008 41.162670
0.704940 1.538499 0.000012 34.551827
0.744677 1.462216 0.000009 28.986471
0.784413 1.384354 0.000007 24.229160
0.824149 1.306038 0.000005 20.231410
0.863885 1.231401 0.000009 17.036515
0.903621 1.150563 0.000019 14.142266
