# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.957552 0.000000 9068.833213
-1.560025 3.945413 0.000000 8818.862635
-1.520288 3.925168 0.000000 8417.203830
-1.480552 3.901152 0.000000 7964.380946
-1.440816 3.875552 0.000000 7508.468829
-1.401080 3.831436 0.000000 6783.212136
-1.361343 3.805589 0.000000 6391.298282
-1.321607 3.776599 0.000000 5978.591836
-1.281871 3.746753 0.000000 5581.528723
-1.242135 3.727110 0.000000 5334.693462
-1.202399 3.703177 0.000000 5048.672071
-1.162662 3.672586 0.000000 4705.281598
-1.122926 3.624660 0.000000 4213.662307
-1.083190 3.581828 0.000000 3817.927239
-1.043454 3.518603 0.000000 3300.677277
-1.003717 3.463563 0.000000 2907.786596
-0.963981 3.404398 0.000000 2537.452447
-0.924245 3.367698 0.000000 2331.836507
-0.884509 3.329835 0.000000 2137.149356
-0.844773 3.265247 0.000000 1841.816884
-0.805036 3.200632 0.000000 1587.199010
-0.765300 3.146801 0.000000 1402.169053
-0.725564 3.096292 0.000000 1248.220794
-0.685828 3.037264 0.000000 1089.590166
-0.646091 2.977424 0.000000 949.342843
-0.606355 2.924486 0.000000 840.399189
-0.566619 2.864596 0.000000 732.142324
-0.526883 2.808489 0.000000 643.410416
-0.487147 2.755096 0.000000 568.978597
-0.447410 2.701150 0.000000 502.516151
-0.407674 2.648882 0.000000 445.535260
-0.367938 2.598558 0.000000 396.787592
-0.328202 2.547165 0.000000 352.504684
-0.288465 2.496967 0.000000 314.026751
-0.248729 2.449412 0.000000 281.456846
-0.208993 2.402250 0.000000 252.493269
-0.169257 2.357932 0.000000 227.998104
-0.129520 2.313985 0.000000 206.055525
-0.089784 2.270122 0.000001 186.260173
-0.050048 2.228606 0.000000 169.279777
-0.010312 2.187516 0.000000 153.997845
0.029424 2.147022 0.000000 140.288223
0.069161 2.105469 0.000000 127.487711
0.108897 2.063469 0.000000 115.735788
0.148633 2.021363 0.000001 105.041755
0.188369 1.977892 0.000001 95.036325
0.228106 1.932143 0.000001 85.534144
0.267842 1.884509 0.000001 76.648930
0.307578 1.834839 0.000002 68.365144
0.347314 1.782220 0.000001 60.564310
0.387050 1.727086 0.000002 53.343595
0.426787 1.669173 0.000002 46.684075
0.466523 1.608700 0.000002 40.615977
0.506259 1.544710 0.000003 35.051205
0.545995 1.478847 0.000004 30.118819
0.585732 1.409853 0.000005 25.694586
0.625468 1.339012 0.000005 21.827374
0.665204 1.266317 0.000005 18.463167
0.704940 1.192709 0.000004 15.584705
0.744677 1.118033 0.000004 13.122725
0.784413 1.042057 0.000005 11.016560
0.824149 0.964659 0.000005 9.218213
0.863885 0.886174 0.000004 7.694200
0.903621 0.806720 0.000005 6.407803
