# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.176947 0.000001 15029.527747
-1.560025 4.166621 0.000000 14676.434341
-1.520288 4.147265 0.000000 14036.665141
-1.480552 4.124113 0.000001 13307.972315
-1.440816 4.100278 0.000001 12597.277851
-1.401080 4.053562 0.000000 11312.569716
-1.361343 4.029546 0.000000 10703.967710
-1.321607 4.000811 0.000001 10018.660316
-1.281871 3.970691 0.000000 9347.380576
-1.242135 3.951400 0.000000 8941.260020
-1.202399 3.926726 0.000001 8447.441532
-1.162662 3.896973 0.000000 7888.084099
-1.122926 3.847304 0.000001 7035.608491
-1.083190 3.809147 0.000001 6443.851565
-1.043454 3.748576 0.000001 5604.991011
-1.003717 3.697532 0.000001 4983.452013
-0.963981 3.637381 0.000001 4338.897956
-0.924245 3.600680 0.000000 3987.298949
-0.884509 3.564781 0.000000 3670.962843
-0.844773 3.502842 0.000001 3183.028965
-0.805036 3.445768 0.000001 2791.036585
-0.765300 3.395343 0.000001 2485.087296
-0.725564 3.346226 0.000001 2219.343800
-0.685828 3.292804 0.000001 1962.468186
-0.646091 3.240955 0.000001 1741.619003
-0.606355 3.193376 0.000001 1560.896207
-0.566619 3.138128 0.000001 1374.441147
-0.526883 3.094713 0.000001 1243.685011
-0.487147 3.043473 0.000001 1105.273787
-0.447410 2.999228 0.000001 998.219864
-0.407674 2.956094 0.000001 903.842153
-0.367938 2.912214 0.000001 816.982413
-0.328202 2.871025 0.000002 743.055901
-0.288465 2.830829 0.000001 677.368936
-0.248729 2.790391 0.000002 617.144727
-0.208993 2.752016 0.000002 564.952281
-0.169257 2.713829 0.000002 517.398052
-0.129520 2.676762 0.000002 475.068221
-0.089784 2.638447 0.000003 434.951334
-0.050048 2.599608 0.000003 397.742967
-0.010312 2.559101 0.000003 362.322235
0.029424 2.518345 0.000004 329.865303
0.069161 2.476833 0.000003 299.795914
0.108897 2.431681 0.000005 270.190675
0.148633 2.384064 0.000005 242.132075
0.188369 2.333316 0.000008 215.425911
0.228106 2.282452 0.000009 191.616003
0.267842 2.227802 0.000010 168.957971
0.307578 2.171476 0.000010 148.406508
0.347314 2.112538 0.000011 129.572534
0.387050 2.051920 0.000009 112.693536
0.426787 1.988059 0.000011 97.282439
0.466523 1.922440 0.000011 83.640270
0.506259 1.855692 0.000008 71.725414
0.545995 1.788910 0.000014 61.500570
0.585732 1.718628 0.000007 52.313243
0.625468 1.648091 0.000005 44.471136
0.665204 1.569611 0.000018 37.116744
0.704940 1.502372 0.000007 31.794804
0.744677 1.427484 0.000006 26.759053
0.784413 1.352836 0.000004 22.533329
0.824149 1.275674 0.000005 18.865207
0.863885 1.196327 0.000006 15.714929
0.903621 1.116898 0.000010 13.088064
