# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.375154 0.000000 2372.215678
-1.560025 3.346119 0.000000 2218.802175
-1.520288 3.308755 0.000000 2035.891092
-1.480552 3.266505 0.000000 1847.160825
-1.440816 3.222126 0.000000 1667.729344
-1.401080 3.167596 0.000000 1470.942317
-1.361343 3.125776 0.000000 1335.904671
-1.321607 3.086209 0.000000 1219.575045
-1.281871 3.050178 0.000000 1122.479483
-1.242135 3.024704 0.000000 1058.531860
-1.202399 2.997788 0.000000 994.919774
-1.162662 2.961592 0.000000 915.359287
-1.122926 2.907192 0.000000 807.592448
-1.083190 2.841848 0.000000 694.780620
-1.043454 2.757185 0.000000 571.721901
-1.003717 2.680355 0.000000 479.021435
-0.963981 2.617614 0.000000 414.585070
-0.924245 2.582500 0.000000 382.383845
-0.884509 2.539611 0.000000 346.426298
-0.844773 2.458879 0.000000 287.659773
-0.805036 2.365662 0.000000 232.093168
-0.765300 2.299415 0.000000 199.257563
-0.725564 2.249399 0.000000 177.582177
-0.685828 2.171819 0.000000 148.531749
-0.646091 2.084346 0.000000 121.435403
-0.606355 2.022283 0.000000 105.264568
-0.566619 1.943944 0.000000 87.890880
-0.526883 1.861142 0.000000 72.634261
-0.487147 1.792301 0.000000 61.986976
-0.447410 1.710043 0.000000 51.291247
-0.407674 1.633773 0.000000 43.030105
-0.367938 1.554703 0.000000 35.867667
-0.328202 1.477485 0.000000 30.025142
-0.288465 1.395447 0.000000 24.856875
-0.248729 1.317001 0.000000 20.749173
-0.208993 1.238771 0.000000 17.328890
-0.169257 1.159394 0.000000 14.434243
-0.129520 1.081039 0.000000 12.051435
-0.089784 1.003186 0.000000 10.073625
-0.050048 0.924483 0.000000 8.403933
-0.010312 0.847016 0.000000 7.030969
0.029424 0.770650 0.000000 5.897247
0.069161 0.694323 0.000000 4.946784
0.108897 0.619300 0.000000 4.161971
0.148633 0.544588 0.000000 3.504190
0.188369 0.471554 0.000000 2.961787
0.228106 0.399220 0.000000 2.507375
0.267842 0.328391 0.000000 2.130053
0.307578 0.258507 0.000000 1.813452
0.347314 0.189828 0.000001 1.548198
0.387050 0.122203 0.000001 1.324957
0.426787 0.056217 0.000001 1.138190
0.466523 -0.008735 0.000001 0.980084
0.506259 -0.072537 0.000001 0.846179
0.545995 -0.134447 0.000001 0.733755
0.585732 -0.195936 0.000001 0.636887
0.625468 -0.256152 0.000001 0.554428
0.665204 -0.316443 0.000001 0.482563
0.704940 -0.374736 0.000001 0.421950
0.744677 -0.432500 0.000002 0.369400
0.784413 -0.490465 0.000002 0.323243
0.824149 -0.548787 0.000004 0.282621
0.863885 -0.607268 0.000005 0.247014
0.903621 -0.665813 0.000006 0.215860
