# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.185709 0.000000 15335.875572
-1.560025 4.162322 0.000000 14531.869317
-1.520288 4.127280 0.000000 13405.396433
-1.480552 4.087693 0.000000 12237.488520
-1.440816 4.048004 0.000000 11168.722211
-1.401080 3.985549 0.000000 9672.726079
-1.361343 3.951815 0.000000 8949.826917
-1.321607 3.915516 0.000000 8232.206095
-1.281871 3.879460 0.000000 7576.347752
-1.242135 3.856921 0.000000 7193.185689
-1.202399 3.830131 0.000000 6762.871727
-1.162662 3.792247 0.000000 6197.933011
-1.122926 3.729603 0.000000 5365.414541
-1.083190 3.672840 0.000000 4708.035278
-1.043454 3.593177 0.000000 3919.011781
-1.003717 3.531111 0.000000 3397.123397
-0.963981 3.470643 0.000000 2955.578455
-0.924245 3.436109 0.000000 2729.662309
-0.884509 3.391775 0.000000 2464.763272
-0.844773 3.312186 0.000000 2052.041114
-0.805036 3.240464 0.000000 1739.656308
-0.765300 3.189201 0.000000 1545.968516
-0.725564 3.136636 0.000000 1369.731907
-0.685828 3.068162 0.000000 1169.935781
-0.646091 3.007935 0.000000 1018.438279
-0.606355 2.954067 0.000000 899.636523
-0.566619 2.888400 0.000000 773.391331
-0.526883 2.835189 0.000000 684.208645
-0.487147 2.775646 0.000000 596.548722
-0.447410 2.722115 0.000000 527.369477
-0.407674 2.669008 0.000000 466.667871
-0.367938 2.617322 0.000000 414.306371
-0.328202 2.564661 0.000000 366.994934
-0.288465 2.515204 0.000000 327.494114
-0.248729 2.465497 0.000000 292.076171
-0.208993 2.418707 0.000000 262.244712
-0.169257 2.372918 0.000000 236.002724
-0.129520 2.329300 0.000000 213.451436
-0.089784 2.285014 0.000000 192.758204
-0.050048 2.242652 0.000000 174.843967
-0.010312 2.200148 0.000001 158.543057
0.029424 2.159480 0.000000 144.370853
0.069161 2.118205 0.000000 131.281752
0.108897 2.075525 0.000001 118.993588
0.148633 2.032287 0.000001 107.717190
0.188369 1.988715 0.000001 97.434721
0.228106 1.942750 0.000001 87.649074
0.267842 1.897240 0.000001 78.929098
0.307578 1.845170 0.000002 70.010882
0.347314 1.792870 0.000002 62.067693
0.387050 1.738286 0.000002 54.737186
0.426787 1.680984 0.000002 47.971141
0.466523 1.621232 0.000002 41.804996
0.506259 1.559232 0.000002 36.243335
0.545995 1.494204 0.000002 31.203150
0.585732 1.427360 0.000003 26.751839
0.625468 1.358034 0.000004 22.804746
0.665204 1.285486 0.000010 19.295762
0.704940 1.210313 0.000002 16.229595
0.744677 1.135473 0.000003 13.660464
0.784413 1.057008 0.000010 11.402104
0.824149 0.980173 0.000014 9.553036
0.863885 0.902058 0.000019 7.980211
0.903621 0.821873 0.000028 6.634508
