# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.654435 0.000000 4512.684892
-1.560025 3.634461 0.000000 4309.833140
-1.520288 3.606272 0.000000 4038.984062
-1.480552 3.574437 0.000000 3753.500563
-1.440816 3.540952 0.000000 3474.979531
-1.401080 3.494648 0.000000 3123.544781
-1.361343 3.463818 0.000000 2909.499217
-1.321607 3.432850 0.000000 2709.253583
-1.281871 3.403372 0.000000 2531.465097
-1.242135 3.383240 0.000000 2416.793878
-1.202399 3.358219 0.000000 2281.493158
-1.162662 3.322820 0.000000 2102.906478
-1.122926 3.268692 0.000000 1856.488657
-1.083190 3.211336 0.000000 1626.807049
-1.043454 3.138681 0.000000 1376.198220
-1.003717 3.079607 0.000000 1201.175360
-0.963981 3.028187 0.000000 1067.055174
-0.924245 2.995094 0.000000 988.766639
-0.884509 2.948386 0.000000 887.943467
-0.844773 2.869068 0.000000 739.720080
-0.805036 2.794455 0.000000 622.951792
-0.765300 2.745921 0.000000 557.083377
-0.725564 2.693222 0.000000 493.425447
-0.685828 2.616422 0.000000 413.448357
-0.646091 2.549837 0.000000 354.680077
-0.606355 2.494951 0.000000 312.572668
-0.566619 2.420972 0.000000 263.615886
-0.526883 2.354240 0.000000 226.068428
-0.487147 2.292674 0.000000 196.188800
-0.447410 2.225140 0.000000 167.934381
-0.407674 2.159958 0.000000 144.529854
-0.367938 2.095850 0.000000 124.695102
-0.328202 2.032169 0.000000 107.688300
-0.288465 1.965457 0.000000 92.354228
-0.248729 1.903596 0.000000 80.093197
-0.208993 1.841635 0.000000 69.443936
-0.169257 1.781549 0.000000 60.471168
-0.129520 1.721727 0.000000 52.689817
-0.089784 1.663817 0.000000 46.112245
-0.050048 1.606775 0.000000 40.436644
-0.010312 1.551197 0.000001 35.579171
0.029424 1.497724 0.000000 31.457453
0.069161 1.444082 0.000000 27.802309
0.108897 1.393035 0.000000 24.719211
0.148633 1.343455 0.000001 22.052311
0.188369 1.294114 0.000000 19.683995
0.228106 1.245800 0.000001 17.611578
0.267842 1.198471 0.000001 15.793147
0.307578 1.151430 0.000000 14.171943
0.347314 1.104035 0.000001 12.706709
0.387050 1.056009 0.000001 11.376426
0.426787 1.009027 0.000001 10.209968
0.466523 0.958663 0.000002 9.091998
0.506259 0.908235 0.000002 8.095249
0.545995 0.856109 0.000003 7.179644
0.585732 0.800740 0.000003 6.320238
0.625468 0.743955 0.000003 5.545596
0.665204 0.684659 0.000003 4.837841
0.704940 0.621512 0.000003 4.183169
0.744677 0.556426 0.000003 3.600969
0.784413 0.489042 0.000003 3.083436
0.824149 0.417822 0.000003 2.617068
0.863885 0.345488 0.000004 2.215541
0.903621 0.271136 0.000005 1.866916
