# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.523070 0.000000 3334.800827
-1.560025 3.506107 0.000000 3207.059215
-1.520288 3.481689 0.000000 3031.719407
-1.480552 3.453362 0.000000 2840.286351
-1.440816 3.422481 0.000000 2645.336840
-1.401080 3.379228 0.000000 2394.570261
-1.361343 3.346873 0.000000 2222.660077
-1.321607 3.313474 0.000000 2058.135147
-1.281871 3.279831 0.000000 1904.718991
-1.242135 3.254790 0.000000 1798.001417
-1.202399 3.227776 0.000000 1689.569186
-1.162662 3.195080 0.000000 1567.038956
-1.122926 3.149546 0.000000 1411.062693
-1.083190 3.101636 0.000000 1263.677318
-1.043454 3.035987 0.000000 1086.391440
-1.003717 2.972122 0.000000 937.825227
-0.963981 2.907743 0.000000 808.616032
-0.924245 2.864265 0.000000 731.585074
-0.884509 2.824296 0.000000 667.260649
-0.844773 2.761729 0.000000 577.734988
-0.805036 2.688069 0.000000 487.605131
-0.765300 2.620464 0.000000 417.314270
-0.725564 2.564326 0.000000 366.712379
-0.685828 2.503147 0.000000 318.527157
-0.646091 2.430127 0.000000 269.232091
-0.606355 2.364383 0.000000 231.410302
-0.566619 2.298359 0.000000 198.773246
-0.526883 2.224527 0.000000 167.697423
-0.487147 2.161745 0.000000 145.125979
-0.447410 2.091558 0.000000 123.468932
-0.407674 2.022847 0.000000 105.401395
-0.367938 1.955169 0.000000 90.192069
-0.328202 1.888408 0.000000 77.340634
-0.288465 1.817250 0.000000 65.652328
-0.248729 1.751312 0.000000 56.404258
-0.208993 1.685140 0.000000 48.432858
-0.169257 1.620135 0.000000 41.699843
-0.129520 1.555630 0.000000 35.944237
-0.089784 1.492582 0.000000 31.087180
-0.050048 1.430102 0.000000 26.921656
-0.010312 1.368887 0.000000 23.382248
0.029424 1.310108 0.000000 20.422426
0.069161 1.251110 0.000000 17.828261
0.108897 1.194431 0.000000 15.646961
0.148633 1.139269 0.000000 13.780612
0.188369 1.085319 0.000000 12.170764
0.228106 1.032267 0.000000 10.771242
0.267842 0.980613 0.000001 9.563381
0.307578 0.929685 0.000001 8.505180
0.347314 0.879745 0.000001 7.581297
0.387050 0.830523 0.000001 6.768936
0.426787 0.781691 0.000001 6.049073
0.466523 0.731403 0.000002 5.387644
0.506259 0.681590 0.000002 4.803803
0.545995 0.631329 0.000004 4.278789
0.585732 0.579334 0.000002 3.796019
0.625468 0.525814 0.000003 3.355881
0.665204 0.469800 0.000003 2.949794
0.704940 0.412759 0.000003 2.586741
0.744677 0.352631 0.000003 2.252294
0.784413 0.289391 0.000003 1.947080
0.824149 0.223886 0.000004 1.674469
0.863885 0.156643 0.000004 1.434284
0.903621 0.086248 0.000005 1.219652
