# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.218294 0.000000 16530.795132
-1.560025 4.192872 0.000000 15590.904031
-1.520288 4.157023 0.000000 14355.626052
-1.480552 4.116115 0.000000 13065.177399
-1.440816 4.075729 0.000000 11904.991112
-1.401080 4.011262 0.000000 10262.691778
-1.361343 3.976373 0.000000 9470.489152
-1.321607 3.938630 0.000000 8682.197729
-1.281871 3.900779 0.000000 7957.528754
-1.242135 3.877145 0.000000 7536.058445
-1.202399 3.849817 0.000000 7076.464474
-1.162662 3.813526 0.000000 6509.166895
-1.122926 3.752645 0.000000 5657.761883
-1.083190 3.698685 0.000000 4996.710311
-1.043454 3.620219 0.000000 4170.787172
-1.003717 3.557184 0.000000 3607.312912
-0.963981 3.494100 0.000000 3119.602800
-0.924245 3.459236 0.000000 2878.959199
-0.884509 3.417780 0.000000 2616.852326
-0.844773 3.342802 0.000000 2201.921091
-0.805036 3.271901 0.000000 1870.252926
-0.765300 3.219033 0.000000 1655.895616
-0.725564 3.168121 0.000000 1472.720824
-0.685828 3.103570 0.000000 1269.313421
-0.646091 3.043782 0.000000 1106.067890
-0.606355 2.991654 0.000000 980.965012
-0.566619 2.928810 0.000000 848.808180
-0.526883 2.877422 0.000000 754.086467
-0.487147 2.819616 0.000000 660.109150
-0.447410 2.768479 0.000000 586.783610
-0.407674 2.717297 0.000000 521.550369
-0.367938 2.667898 0.000000 465.475685
-0.328202 2.618090 0.000000 415.039830
-0.288465 2.570551 0.000000 372.005867
-0.248729 2.523661 0.000000 333.933228
-0.208993 2.479001 0.000000 301.300691
-0.169257 2.435597 0.000000 272.643909
-0.129520 2.394035 0.000001 247.761131
-0.089784 2.352085 0.000001 224.948554
-0.050048 2.311974 0.000001 205.102592
-0.010312 2.271500 0.000001 186.852036
0.029424 2.232404 0.000001 170.766313
0.069161 2.192695 0.000001 155.845334
0.108897 2.151805 0.000001 141.841414
0.148633 2.109893 0.000001 128.792767
0.188369 2.067655 0.000001 116.856497
0.228106 2.023280 0.000001 105.506140
0.267842 1.976595 0.000001 94.752925
0.307578 1.927615 0.000001 84.647026
0.347314 1.875864 0.000002 75.138107
0.387050 1.822195 0.000002 66.403563
0.426787 1.765911 0.000002 58.331901
0.466523 1.707374 0.000002 50.976504
0.506259 1.646638 0.000002 44.323529
0.545995 1.583100 0.000001 38.291032
0.585732 1.518220 0.000002 32.977372
0.625468 1.450898 0.000003 28.241773
0.665204 1.381861 0.000003 24.090981
0.704940 1.311826 0.000003 20.503099
0.744677 1.239640 0.000005 17.363119
0.784413 1.167048 0.000006 14.690443
0.824149 1.089909 0.000013 12.299286
0.863885 1.014717 0.000021 10.343506
0.903621 0.937990 0.000038 8.667699
