# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.097153 0.000000 12506.981401
-1.560025 4.071167 0.000000 11780.563587
-1.520288 4.035128 0.000000 10842.456123
-1.480552 3.994488 0.000000 9873.868938
-1.440816 3.953668 0.000000 8988.084781
-1.401080 3.891564 0.000000 7790.458432
-1.361343 3.855638 0.000000 7171.952026
-1.321607 3.817797 0.000000 6573.496517
-1.281871 3.780047 0.000000 6026.237040
-1.242135 3.756044 0.000000 5702.213549
-1.202399 3.728698 0.000000 5354.231825
-1.162662 3.691994 0.000000 4920.326757
-1.122926 3.632430 0.000000 4289.717573
-1.083190 3.576918 0.000000 3775.004649
-1.043454 3.497780 0.000000 3146.149095
-1.003717 3.432823 0.000000 2709.082267
-0.963981 3.369628 0.000000 2342.216378
-0.924245 3.334407 0.000000 2159.766436
-0.884509 3.292660 0.000000 1961.822163
-0.844773 3.216896 0.000000 1647.765395
-0.805036 3.142203 0.000000 1387.403149
-0.765300 3.087050 0.000000 1221.938524
-0.725564 3.035722 0.000000 1085.730060
-0.685828 2.968545 0.000000 930.130985
-0.646091 2.904513 0.000000 802.623914
-0.606355 2.849745 0.000000 707.529038
-0.566619 2.784383 0.000000 608.670649
-0.526883 2.726659 0.000000 532.915493
-0.487147 2.667550 0.000000 465.103289
-0.447410 2.611210 0.000000 408.516710
-0.407674 2.555295 0.000000 359.164987
-0.367938 2.501552 0.000000 317.359364
-0.328202 2.446570 0.000000 279.620467
-0.288465 2.393068 0.000000 247.210296
-0.248729 2.341979 0.000001 219.774945
-0.208993 2.292036 0.000000 195.900360
-0.169257 2.244264 0.000001 175.494216
-0.129520 2.197714 0.000000 157.656944
-0.089784 2.151323 0.000001 141.684211
-0.050048 2.107588 0.000001 128.111188
-0.010312 2.064465 0.000001 116.001626
0.029424 2.022860 0.000001 105.404402
0.069161 1.979900 0.000001 95.477078
0.108897 1.938117 0.000001 86.719182
0.148633 1.895948 0.000001 78.694889
0.188369 1.853482 0.000001 71.364053
0.228106 1.809645 0.000001 64.512337
0.267842 1.764152 0.000001 58.096516
0.307578 1.717049 0.000001 52.125118
0.347314 1.667883 0.000001 46.545860
0.387050 1.616428 0.000001 41.345150
0.426787 1.562601 0.000001 36.525668
0.466523 1.506640 0.000001 32.109769
0.506259 1.447519 0.000001 28.023126
0.545995 1.385817 0.000002 24.311570
0.585732 1.321658 0.000002 20.972707
0.625468 1.255302 0.000002 18.001034
0.665204 1.186895 0.000006 15.377333
0.704940 1.117412 0.000008 13.103680
0.744677 1.045018 0.000007 11.091780
0.784413 0.972009 0.000011 9.375294
0.824149 0.897366 0.000015 7.894628
0.863885 0.820002 0.000018 6.606334
0.903621 0.743546 0.000022 5.539831
