# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.029779 0.000009 10709.235095
-1.560025 3.985380 0.000005 9668.727964
-1.520288 3.931169 0.000006 8534.039420
-1.480552 3.870660 0.000006 7424.161747
-1.440816 3.812814 0.000006 6498.313622
-1.401080 3.735390 0.000007 5437.191812
-1.361343 3.691577 0.000006 4915.445652
-1.321607 3.650680 0.000008 4473.653656
-1.281871 3.609131 0.000006 4065.520554
-1.242135 3.585825 0.000007 3853.100104
-1.202399 3.557174 0.000014 3606.969258
-1.162662 3.511210 0.000009 3244.809009
-1.122926 3.438084 0.000013 2741.913228
-1.083190 3.358819 0.000012 2284.507594
-1.043454 3.261265 0.000011 1824.897931
-1.003717 3.187170 0.000008 1538.688811
-0.963981 3.128718 0.000010 1344.914490
-0.924245 3.096844 0.000009 1249.749288
-0.884509 3.045492 0.000011 1110.365836
-0.844773 2.947906 0.000012 886.906134
-0.805036 2.861932 0.000011 727.622801
-0.765300 2.807030 0.000009 641.222814
-0.725564 2.748325 0.000016 560.128596
-0.685828 2.666592 0.000007 464.062704
-0.646091 2.593371 0.000014 392.046218
-0.606355 2.529219 0.000015 338.208347
-0.566619 2.454627 0.000014 284.836173
-0.526883 2.385937 0.000016 243.164736
-0.487147 2.314580 0.000020 206.316921
-0.447410 2.249369 0.000015 177.555312
-0.407674 2.180523 0.000015 151.526333
-0.367938 2.113941 0.000020 129.985551
-0.328202 2.048214 0.000023 111.727894
-0.288465 1.981744 0.000029 95.869057
-0.248729 1.921354 0.000027 83.424212
-0.208993 1.860373 0.000035 72.492547
-0.169257 1.800968 0.000035 63.224834
-0.129520 1.744155 0.000054 55.466512
-0.089784 1.686616 0.000094 48.573519
-0.050048 1.635972 0.000081 43.229955
-0.010312 1.589864 0.000046 38.882847
0.029424 1.535253 0.000084 34.281381
0.069161 1.484179 0.000103 30.474918
0.108897 1.440126 0.000081 27.538435
0.148633 1.395964 0.000124 24.870190
0.188369 1.351405 0.000160 22.440719
0.228106 1.311870 0.000270 20.476174
0.267842 1.254815 0.000144 17.967260
0.307578 1.231592 0.000402 17.008541
0.347314 1.192133 0.000580 15.516635
0.387050 1.152997 0.000753 14.166526
0.426787 1.082030 0.000364 12.055694
0.466523 1.027636 0.000426 10.632978
0.506259 0.984508 0.000436 9.627266
0.545995 0.935109 0.000480 8.590210
0.585732 0.899075 0.000501 7.905367
0.625468 0.840090 0.000643 6.896207
0.665204 0.781539 0.001054 6.013290
0.704940 0.763225 0.001432 5.753448
0.744677 0.681020 0.001959 4.747983
0.784413 0.600059 0.003427 3.909916
0.824149 0.550501 0.004782 3.463307
0.863885 0.487692 0.006106 2.975993
0.903621 0.438736 0.007122 2.644456
