# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas MWDM_inverse 
2.766563e-01 4.954911e-02 6.434821e-01 1.868036e-09 9.104821e-01 -8.775893e-01 -8.750000e-03 1.988839e-02 3.310625e+00 -1.626339e-03 4.433036e-01 
2.882812e-01 4.341518e-02 7.105536e-01 1.592679e-09 9.674821e-01 -7.404464e-01 6.641071e-01 2.448884e-01 2.215625e+00 -7.483482e-03 5.316964e-01 
2.964063e-01 4.228125e-02 7.300536e-01 2.534464e-09 9.802321e-01 -1.264911e+00 3.180357e-01 1.978795e-01 3.218125e+00 9.136161e-03 2.477679e-01 
3.149062e-01 4.514732e-02 6.951250e-01 2.178750e-09 8.854107e-01 -1.027589e+00 -2.712500e-01 4.409598e-01 2.696875e+00 -2.274866e-02 7.959821e-01 
2.724063e-01 4.598661e-02 7.198750e-01 1.785536e-09 9.940536e-01 -1.256875e+00 5.526786e-01 7.051339e-02 3.331875e+00 -3.895982e-03 6.308036e-01 
2.829063e-01 4.297768e-02 6.460536e-01 1.864821e-09 9.607321e-01 -7.490179e-01 -2.680357e-01 2.199777e-01 2.636875e+00 -1.820937e-02 8.968750e-01 
3.038438e-01 4.014732e-02 7.441964e-01 2.419821e-09 9.168036e-01 -8.781250e-01 7.696429e-02 2.276116e-01 2.494375e+00 -7.007589e-03 4.464286e-04 
3.170313e-01 4.995089e-02 6.725179e-01 2.176607e-09 8.826250e-01 -1.020625e+00 3.651786e-01 3.473438e-01 3.215625e+00 7.452232e-03 4.379464e-01 
2.656562e-01 4.545982e-02 6.603036e-01 2.574107e-09 9.079107e-01 -1.114375e+00 -3.408929e-01 2.047098e-01 3.011875e+00 1.246741e-02 2.754464e-01 
2.853438e-01 4.045982e-02 7.351964e-01 1.808036e-09 9.187321e-01 -9.965179e-01 6.362500e-01 4.208705e-01 2.721875e+00 -9.496875e-03 1.522321e-01 
3.066563e-01 4.254018e-02 7.141964e-01 1.661250e-09 9.796964e-01 -7.677679e-01 -1.501786e-01 8.136161e-02 3.589375e+00 -3.090625e-03 7.558036e-01 
3.257813e-01 4.993304e-02 6.805536e-01 2.111250e-09 9.544107e-01 -1.238661e+00 1.466071e-01 2.633705e-01 2.458125e+00 -1.667188e-02 6.343750e-01 
2.602187e-01 4.814732e-02 7.280179e-01 2.020179e-09 9.231250e-01 -8.234821e-01 6.625000e-02 3.871205e-01 3.434375e+00 6.829911e-03 1.638393e-01 
2.927812e-01 4.643304e-02 6.839821e-01 1.677321e-09 9.470179e-01 -1.263839e+00 -4.137500e-01 2.109375e-02 2.704375e+00 -2.315134e-02 5.120536e-01 
3.045937e-01 4.357589e-02 6.478750e-01 2.446607e-09 8.800536e-01 -8.636607e-01 3.137500e-01 2.316295e-01 2.405625e+00 -2.687946e-03 8.888393e-01 
3.189063e-01 4.034375e-02 7.571607e-01 2.144464e-09 9.866607e-01 -1.005625e+00 5.751786e-01 1.693527e-01 3.065625e+00 -7.556696e-03 2.977679e-01 
2.696563e-01 4.480804e-02 7.323036e-01 2.573036e-09 9.198036e-01 -1.193661e+00 -1.748214e-01 2.260045e-01 3.570625e+00 5.700893e-04 1.040179e-01 
2.915313e-01 4.861161e-02 6.605179e-01 1.558393e-09 9.570893e-01 -7.865179e-01 1.498214e-01 6.328125e-02 3.184375e+00 -1.714777e-02 7.924107e-01 
3.004688e-01 4.248661e-02 6.750893e-01 2.156250e-09 9.941607e-01 -1.136875e+00 -3.162500e-01 4.268973e-01 2.336875e+00 -1.191295e-02 5.816964e-01 
3.180938e-01 4.510268e-02 7.047679e-01 1.944107e-09 8.850893e-01 -9.274107e-01 6.394643e-01 2.014955e-01 2.558125e+00 1.261384e-02 2.674107e-01 
2.605312e-01 4.801339e-02 7.259821e-01 1.981607e-09 8.934464e-01 -1.112232e+00 -3.451786e-01 2.119420e-01 2.814375e+00 7.671875e-03 5.129464e-01 
2.923438e-01 4.572768e-02 6.538750e-01 1.521964e-09 9.749821e-01 -7.725893e-01 5.762500e-01 2.649777e-01 2.951875e+00 -3.822768e-03 1.888393e-01 
3.107813e-01 4.013839e-02 6.892321e-01 2.154107e-09 9.554821e-01 -1.289554e+00 -9.446429e-02 2.008929e-04 3.256875e+00 -8.947768e-03 3.513393e-01 
3.210312e-01 4.416518e-02 7.319821e-01 2.513036e-09 9.359821e-01 -8.872321e-01 2.333929e-01 4.417634e-01 2.473125e+00 -2.084509e-02 7.638393e-01 
2.756562e-01 4.004018e-02 7.597321e-01 2.300893e-09 9.135893e-01 -8.658036e-01 2.323214e-01 3.035491e-01 3.396875e+00 -1.041205e-02 2.700893e-01 
2.876563e-01 4.938839e-02 7.216964e-01 1.626964e-09 9.693036e-01 -1.177054e+00 4.594643e-01 3.915402e-01 2.596875e+00 -1.546384e-02 1.870536e-01 
3.008438e-01 4.455804e-02 6.998393e-01 2.681250e-09 9.938393e-01 -1.148661e+00 -2.091071e-01 3.716518e-02 2.539375e+00 6.427232e-03 8.290179e-01 
