# lg_k, mean(lg_P), var(lg_P), mode(P)
-0.599761 3.200163 0.000001 1585.478516
-0.574489 3.134188 0.000001 1362.025257
-0.549218 3.082015 0.000002 1207.842803
-0.523946 3.123427 0.000003 1328.681127
-0.498675 3.080683 0.000001 1204.148257
-0.473403 3.055022 0.000005 1135.039449
-0.448131 2.966100 0.000002 924.902599
-0.422860 2.917579 0.000002 827.129789
-0.397588 2.933353 0.000002 857.723490
-0.372317 2.920257 0.000004 832.237483
-0.347045 2.902962 0.000004 799.747228
-0.321774 2.844444 0.000006 698.923341
-0.296502 2.793089 0.000004 620.984339
-0.271230 2.804726 0.000003 637.848737
-0.245959 2.801791 0.000009 633.536334
-0.220687 2.756272 0.000010 570.490837
-0.195416 2.736487 0.000008 545.091332
-0.170144 2.711734 0.000012 514.879151
-0.144872 2.690614 0.000011 490.444249
-0.119601 2.636428 0.000015 432.907004
-0.094329 2.641551 0.000013 438.046370
-0.069058 2.610311 0.000021 407.627013
-0.043786 2.612866 0.000025 410.023429
-0.018515 2.561586 0.000059 364.292205
0.006757 2.540962 0.000073 347.372177
0.032029 2.509524 0.000068 323.123306
0.057300 2.479537 0.000095 301.521171
0.082572 2.451183 0.000070 282.502019
0.107843 2.440009 0.000078 275.315215
0.133115 2.402418 0.000082 252.481917
0.158386 2.380445 0.000082 240.025228
0.183658 2.357614 0.000073 227.743657
0.208930 2.321013 0.000165 209.233912
0.234201 2.285609 0.000099 192.921616
0.259473 2.251056 0.000122 178.145823
0.284744 2.217516 0.000225 164.815431
0.310016 2.188783 0.000299 154.203121
0.335288 2.155530 0.000398 142.762650
0.360559 2.104051 0.000548 126.703295
0.385831 2.070847 0.000557 117.371723
0.411102 2.043778 0.001011 110.014663
0.436374 2.000853 0.000919 99.709891
0.461645 1.963958 0.000711 91.689609
0.486917 1.919742 0.000902 82.730118
0.512189 1.868001 0.001340 73.268227
0.537460 1.848266 0.001294 70.030356
0.562732 1.804936 0.000754 63.562443
0.588003 1.793593 0.001086 61.814782
0.613275 1.740248 0.001388 54.582329
0.638546 1.673959 0.001581 46.807845
0.663818 1.636870 0.001650 42.960578
0.689090 1.593002 0.001591 38.845186
0.714361 1.550782 0.001240 35.312447
0.739633 1.504195 0.001288 31.712313
0.764904 1.456945 0.001060 28.477617
0.790176 1.408756 0.000929 25.504513
0.815447 1.366875 0.001674 23.068522
0.840719 1.317423 0.001737 20.578909
0.865991 1.261731 0.001822 18.094093
0.891262 1.215920 0.001897 16.276158
0.916534 1.165125 0.002482 14.434729
0.941805 1.111207 0.002320 12.760420
0.967077 1.059314 0.002452 11.315340
0.992349 1.002007 0.002697 9.903655
