# lg_k, mean(lg_P), var(lg_P), mode(P)
-0.599761 2.846611 0.000001 702.438756
-0.574489 2.800615 0.000000 631.850221
-0.549218 2.781264 0.000001 604.311859
-0.523946 2.765880 0.000005 583.268386
-0.498675 2.715895 0.000001 519.867771
-0.473403 2.702826 0.000005 504.445949
-0.448131 2.635656 0.000002 432.167519
-0.422860 2.569523 0.000003 371.121498
-0.397588 2.559617 0.000003 362.752623
-0.372317 2.521937 0.000003 332.605898
-0.347045 2.501921 0.000005 317.622009
-0.321774 2.438233 0.000007 274.293837
-0.296502 2.429277 0.000004 268.700118
-0.271230 2.426173 0.000004 266.785987
-0.245959 2.353793 0.000012 225.821281
-0.220687 2.328797 0.000010 213.193704
-0.195416 2.314987 0.000007 206.523815
-0.170144 2.262541 0.000015 183.023384
-0.144872 2.235440 0.000011 171.954899
-0.119601 2.183694 0.000013 152.638032
-0.094329 2.199841 0.000012 158.421129
-0.069058 2.134180 0.000026 136.182057
-0.043786 2.137210 0.000024 137.137207
-0.018515 2.098379 0.000055 125.387124
0.006757 2.086641 0.000038 122.054560
0.032029 2.048788 0.000073 111.845840
0.057300 2.044075 0.000079 110.635131
0.082572 2.018096 0.000075 104.213380
0.107843 1.998569 0.000092 99.622407
0.133115 1.959106 0.000079 90.975705
0.158386 1.937539 0.000087 86.564069
0.183658 1.917756 0.000089 82.708607
0.208930 1.891341 0.000175 77.792719
0.234201 1.864005 0.000178 73.045592
0.259473 1.842047 0.000147 69.455807
0.284744 1.814503 0.000204 65.167726
0.310016 1.787124 0.000218 61.181683
0.335288 1.759856 0.000384 57.407965
0.360559 1.724203 0.000478 52.857047
0.385831 1.698589 0.000397 49.851044
0.411102 1.648202 0.000486 44.369303
0.436374 1.613113 0.000646 40.890737
0.461645 1.573697 0.000755 37.321365
0.486917 1.549413 0.001000 35.245992
0.512189 1.536435 0.001823 34.059319
0.537460 1.496820 0.000881 31.245687
0.562732 1.459038 0.000669 28.674632
0.588003 1.412216 0.001331 25.653807
0.613275 1.393805 0.001910 24.513593
0.638546 1.310451 0.001187 20.310313
0.663818 1.268590 0.001557 18.407965
0.689090 1.246819 0.001293 17.532410
0.714361 1.215966 0.001200 16.338145
0.739633 1.167547 0.001197 14.614741
0.764904 1.118711 0.001312 13.052402
0.790176 1.080956 0.001240 11.970169
0.815447 1.035818 0.001678 10.763519
0.840719 0.987911 0.001958 9.625045
0.865991 0.940706 0.001895 8.636582
0.891262 0.900197 0.001993 7.863369
0.916534 0.850475 0.002148 7.006956
0.941805 0.809272 0.002230 6.369963
0.967077 0.767332 0.002536 5.774200
0.992349 0.713198 0.002433 5.100294
