# lg_k, mean(lg_P), var(lg_P), mode(P)
-0.599761 2.843201 0.000003 696.939258
-0.574489 2.800050 0.000002 631.022644
-0.549218 2.789746 0.000003 616.225264
-0.523946 2.759697 0.000008 575.015520
-0.498675 2.711422 0.000002 514.537957
-0.473403 2.704033 0.000007 505.843001
-0.448131 2.636756 0.000005 433.254484
-0.422860 2.571466 0.000004 372.783867
-0.397588 2.557472 0.000004 360.962569
-0.372317 2.518376 0.000007 329.882266
-0.347045 2.504287 0.000008 319.351213
-0.321774 2.444713 0.000009 278.415241
-0.296502 2.435173 0.000005 272.371017
-0.271230 2.428772 0.000007 268.383736
-0.245959 2.355852 0.000018 226.888124
-0.220687 2.329423 0.000016 213.494841
-0.195416 2.316456 0.000011 207.219559
-0.170144 2.264778 0.000021 183.962757
-0.144872 2.236333 0.000016 172.304761
-0.119601 2.183213 0.000017 152.466474
-0.094329 2.201813 0.000019 159.136385
-0.069058 2.134515 0.000028 136.286019
-0.043786 2.133026 0.000032 135.816122
-0.018515 2.097399 0.000057 125.103010
0.006757 2.078161 0.000063 119.678600
0.032029 2.052440 0.000103 112.772353
0.057300 2.041443 0.000104 109.952142
0.082572 2.015271 0.000111 103.518091
0.107843 1.996014 0.000092 99.038066
0.133115 1.960298 0.000118 91.206376
0.158386 1.941456 0.000131 87.328130
0.183658 1.914883 0.000116 82.151451
0.208930 1.891558 0.000152 77.840959
0.234201 1.866713 0.000200 73.494254
0.259473 1.840040 0.000188 69.120406
0.284744 1.817814 0.000261 65.646742
0.310016 1.793223 0.000280 62.026567
0.335288 1.774575 0.000679 59.294056
0.360559 1.730904 0.000450 53.686848
0.385831 1.713970 0.000452 51.633224
0.411102 1.695142 0.000607 49.402009
0.436374 1.657159 0.000623 45.260981
0.461645 1.604534 0.000710 40.077447
0.486917 1.565956 0.001085 36.597954
0.512189 1.559954 0.001833 35.952873
0.537460 1.516664 0.000911 32.701317
0.562732 1.489219 0.000865 30.706209
0.588003 1.443717 0.001316 27.585845
0.613275 1.401116 0.001670 24.961507
0.638546 1.384077 0.001330 24.044470
0.663818 1.312374 0.001880 20.325705
0.689090 1.279480 0.001367 18.894377
0.714361 1.235295 0.001390 17.064501
0.739633 1.190027 0.001631 15.355816
0.764904 1.134003 0.001545 13.503434
0.790176 1.087980 0.001503 12.148380
0.815447 1.034541 0.001665 10.732657
0.840719 0.983815 0.002202 9.522371
0.865991 0.933019 0.002688 8.449501
0.891262 0.877034 0.003278 7.404318
0.916534 0.826340 0.003434 6.583139
0.941805 0.775257 0.003189 5.860231
0.967077 0.722990 0.003746 5.180402
0.992349 0.675155 0.004472 4.622304
