# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.444721 0.000096 2782.907080
-1.560025 3.400997 0.000103 2516.286221
-1.520288 3.346170 0.000094 2217.966473
-1.480552 3.284804 0.000127 1925.361787
-1.440816 3.225891 0.000145 1680.957763
-1.401080 3.158545 0.000109 1439.768770
-1.361343 3.109707 0.000122 1286.546608
-1.321607 3.064039 0.000133 1158.061867
-1.281871 3.022661 0.000091 1053.055545
-1.242135 2.990443 0.000117 977.624324
-1.202399 2.956898 0.000093 905.070215
-1.162662 2.905196 0.000065 803.610848
-1.122926 2.834973 0.000099 683.509211
-1.083190 2.750674 0.000117 562.866295
-1.043454 2.653305 0.000125 449.797576
-1.003717 2.575281 0.000168 375.744909
-0.963981 2.521546 0.000114 332.110990
-0.924245 2.480953 0.000176 302.377216
-0.884509 2.416494 0.000126 260.737750
-0.844773 2.317171 0.000128 207.431837
-0.805036 2.222479 0.000164 166.763351
-0.765300 2.169352 0.000107 147.606901
-0.725564 2.105205 0.000111 127.335352
-0.685828 2.005867 0.000134 101.288310
-0.646091 1.930276 0.000349 85.010536
-0.606355 1.857318 0.000119 71.952097
-0.566619 1.769711 0.000121 58.807557
-0.526883 1.687649 0.000209 48.659466
-0.487147 1.607613 0.000133 40.486101
-0.447410 1.527065 0.000174 33.625137
-0.407674 1.440844 0.000130 27.576864
-0.367938 1.356665 0.000128 22.717967
-0.328202 1.274461 0.000126 18.800538
-0.288465 1.187825 0.000141 15.399230
-0.248729 1.104446 0.000139 12.709397
-0.208993 1.020293 0.000129 10.471204
-0.169257 0.935497 0.000147 8.613082
-0.129520 0.852052 0.000144 7.107552
-0.089784 0.763832 0.001119 5.771065
-0.050048 0.682647 0.000156 4.811592
-0.010312 0.598140 0.000183 3.960215
0.029424 0.516413 0.000331 3.278320
0.069161 0.432100 0.000172 2.702123
0.108897 0.351086 0.000191 2.242050
0.148633 0.268122 0.000200 1.852089
0.188369 0.183983 0.000201 1.525878
0.228106 0.103265 0.000209 1.267019
0.267842 0.027554 0.000201 1.064366
0.307578 -0.050995 0.000260 0.887987
0.347314 -0.131975 0.000324 0.736680
0.387050 -0.206105 0.000311 0.621125
0.426787 -0.282396 0.000358 0.520930
0.466523 -0.354114 0.000290 0.441793
0.506259 -0.425743 0.000306 0.374587
0.545995 -0.491317 0.000478 0.321797
0.585732 -0.566172 0.000772 0.270427
0.625468 -0.648674 0.001268 0.223052
0.665204 -0.730343 0.001372 0.184713
0.704940 -0.786237 0.001111 0.162632
0.744677 -0.852105 0.001702 0.139308
0.784413 -0.934864 0.002208 0.114829
0.824149 -0.999926 0.002244 0.098834
0.863885 -1.074589 0.002428 0.083142
0.903621 -1.132770 0.002458 0.072706
