# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.898195 0.000093 7906.426631
-1.560025 3.890801 0.000102 7772.603828
-1.520288 3.876756 0.000086 7525.875484
-1.480552 3.862821 0.000141 7286.135731
-1.440816 3.840999 0.000125 6929.644006
-1.401080 3.802199 0.000145 6336.714776
-1.361343 3.783243 0.000128 6066.641915
-1.321607 3.755320 0.000164 5687.770626
-1.281871 3.726650 0.000116 5325.785836
-1.242135 3.708772 0.000089 5111.719797
-1.202399 3.686780 0.000110 4858.783152
-1.162662 3.660256 0.000159 4569.714827
-1.122926 3.612787 0.000105 4097.748963
-1.083190 3.581455 0.000126 3812.107206
-1.043454 3.517774 0.000112 3292.425586
-1.003717 3.458082 0.000163 2868.847466
-0.963981 3.409024 0.000140 2562.723343
-0.924245 3.370902 0.000099 2347.870517
-0.884509 3.331229 0.000114 2142.719642
-0.844773 3.275230 0.000105 1883.601462
-0.805036 3.204994 0.000140 1602.031888
-0.765300 3.150594 0.000118 1413.585467
-0.725564 3.111747 0.000119 1292.623326
-0.685828 3.046920 0.000147 1113.223366
-0.646091 2.982064 0.000148 958.785947
-0.606355 2.936869 0.000126 864.128856
-0.566619 2.878039 0.000139 754.603175
-0.526883 2.816147 0.000127 654.417422
-0.487147 2.772184 0.000143 591.363517
-0.447410 2.708171 0.000172 510.240452
-0.407674 2.658464 0.000151 455.110681
-0.367938 2.611475 0.000192 408.349633
-0.328202 2.561074 0.000445 363.119233
-0.288465 2.514142 0.000333 326.118882
-0.248729 2.456687 0.000205 285.900200
-0.208993 2.416094 0.000171 260.436000
-0.169257 2.364977 0.000226 231.449977
-0.129520 2.329672 0.000215 213.391767
-0.089784 2.285067 0.000208 192.569800
-0.050048 2.234976 0.000198 171.601297
-0.010312 2.193212 0.000226 155.844645
0.029424 2.160150 0.000377 144.305104
0.069161 2.112000 0.000270 129.234474
0.108897 2.071682 0.000330 117.739685
0.148633 2.032404 0.000389 107.524829
0.188369 1.984520 0.000424 96.281663
0.228106 1.935438 0.000451 85.980301
0.267842 1.887517 0.000540 76.961515
0.307578 1.835213 0.000643 68.191667
0.347314 1.782211 0.000581 60.377431
0.387050 1.728905 0.000647 53.384392
0.426787 1.668787 0.000715 46.466522
0.466523 1.608033 0.000739 40.395363
0.506259 1.586817 0.001093 38.397224
0.545995 1.531174 0.000655 33.858371
0.585732 1.434364 0.000759 27.077989
0.625468 1.357085 0.000725 22.668147
0.665204 1.288817 0.001080 19.334385
0.704940 1.215433 0.000690 16.362278
0.744677 1.149100 0.000735 14.041324
0.784413 1.058050 0.001318 11.350475
0.824149 0.995320 0.001571 9.810756
0.863885 0.914520 0.002966 8.085186
0.903621 0.830428 0.002323 6.684644
