# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.805053 0.000129 6379.072522
-1.560025 3.779389 0.000117 6013.380460
-1.520288 3.742408 0.000125 5522.289119
-1.480552 3.710068 0.000170 5124.791107
-1.440816 3.671482 0.000160 4689.350532
-1.401080 3.621663 0.000086 4182.785813
-1.361343 3.585489 0.000162 3846.944010
-1.321607 3.552542 0.000237 3564.474042
-1.281871 3.524702 0.000219 3343.473143
-1.242135 3.499461 0.000143 3155.965881
-1.202399 3.477214 0.000111 2998.871153
-1.162662 3.442614 0.000107 2769.284687
-1.122926 3.389384 0.000131 2449.525175
-1.083190 3.334483 0.000141 2158.524584
-1.043454 3.259960 0.000134 1818.241174
-1.003717 3.196160 0.000143 1569.749666
-0.963981 3.140627 0.000186 1381.017151
-0.924245 3.104541 0.000118 1271.360337
-0.884509 3.066979 0.000123 1165.989516
-0.844773 2.995585 0.000112 989.301117
-0.805036 2.913956 0.000149 819.620231
-0.765300 2.870299 0.000172 741.146166
-0.725564 2.809341 0.000197 644.001330
-0.685828 2.749741 0.000145 561.573569
-0.646091 2.682024 0.000158 480.463011
-0.606355 2.625153 0.000149 421.511569
-0.566619 2.561853 0.000138 364.363398
-0.526883 2.494858 0.000166 312.229936
-0.487147 2.435856 0.000144 272.598502
-0.447410 2.375271 0.000163 237.080222
-0.407674 2.316031 0.000172 206.840733
-0.367938 2.233350 0.002075 169.267027
-0.328202 2.196627 0.000165 157.125782
-0.288465 2.134263 0.000201 136.081701
-0.248729 2.079374 0.000146 119.960538
-0.208993 2.019384 0.000160 104.475872
-0.169257 1.965874 0.000187 92.351328
-0.129520 1.912571 0.000219 81.670771
-0.089784 1.858142 0.000215 72.052162
-0.050048 1.807563 0.000187 64.140620
-0.010312 1.760860 0.000242 57.584149
0.029424 1.710381 0.000349 51.236210
0.069161 1.667721 0.000235 46.470666
0.108897 1.621758 0.000304 41.788525
0.148633 1.574906 0.000279 37.520076
0.188369 1.533163 0.000342 34.070202
0.228106 1.508941 0.000582 32.181067
0.267842 1.465967 0.000587 29.148477
0.307578 1.424562 0.000857 26.459916
0.347314 1.377696 0.000768 23.764473
0.387050 1.331372 0.000784 21.358319
0.426787 1.288814 0.000935 19.349093
0.466523 1.238173 0.000897 17.222976
0.506259 1.186415 0.000813 15.294807
0.545995 1.113178 0.000740 12.926333
0.585732 1.040940 0.000789 10.942682
0.625468 0.989862 0.000865 9.724589
0.665204 0.922961 0.001215 8.320775
0.704940 0.860275 0.000600 7.225905
0.744677 0.788156 0.000682 6.117655
0.784413 0.738324 0.001505 5.430725
0.824149 0.654716 0.001614 4.477137
0.863885 0.622751 0.003269 4.123093
0.903621 0.517923 0.002697 3.248723
