# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.119267 0.000114 13152.362791
-1.560025 4.096434 0.000111 12478.947025
-1.520288 4.065029 0.000359 11593.189480
-1.480552 4.026788 0.000132 10628.791479
-1.440816 3.993230 0.000214 9834.168555
-1.401080 3.933821 0.000186 8578.106643
-1.361343 3.900504 0.000159 7945.790844
-1.321607 3.863345 0.000299 7288.801860
-1.281871 3.824472 0.000260 6666.139127
-1.242135 3.798424 0.000106 6283.188609
-1.202399 3.768040 0.000112 5858.441984
-1.162662 3.729512 0.000106 5361.265267
-1.122926 3.668660 0.000183 4658.406919
-1.083190 3.620160 0.000119 4167.592492
-1.043454 3.549601 0.000134 3542.360274
-1.003717 3.487295 0.000089 3069.662223
-0.963981 3.415995 0.000158 2603.945108
-0.924245 3.378288 0.000117 2387.912875
-0.884509 3.329576 0.000185 2133.787618
-0.844773 3.260445 0.000127 1820.338667
-0.805036 3.190790 0.000194 1550.040973
-0.765300 3.132266 0.000088 1355.387514
-0.725564 3.067021 0.000531 1163.586070
-0.685828 3.012460 0.000165 1028.204775
-0.646091 2.950430 0.000113 891.598857
-0.606355 2.893103 0.000115 781.336789
-0.566619 2.830509 0.000126 676.424325
-0.526883 2.771414 0.000163 590.253081
-0.487147 2.712249 0.000143 515.133965
-0.447410 2.655743 0.000175 452.209257
-0.407674 2.603156 0.000319 400.334062
-0.367938 2.545589 0.000162 350.927383
-0.328202 2.494417 0.000162 311.920507
-0.288465 2.442586 0.000146 276.852617
-0.248729 2.398642 0.000176 250.170949
-0.208993 2.351794 0.000202 224.558705
-0.169257 2.292571 0.000269 195.862722
-0.129520 2.253625 0.000234 179.096268
-0.089784 2.209279 0.000258 161.690352
-0.050048 2.166506 0.000240 146.539425
-0.010312 2.126049 0.000256 133.493532
0.029424 2.087872 0.000270 122.250464
0.069161 2.039986 0.000281 109.481120
0.108897 2.001049 0.000280 100.093392
0.148633 1.965188 0.000344 92.128676
0.188369 1.927709 0.000429 84.473494
0.228106 1.889364 0.000545 77.287378
0.267842 1.841544 0.000581 69.215951
0.307578 1.804040 0.000724 63.441373
0.347314 1.763969 0.000736 57.846133
0.387050 1.702250 0.001030 50.104755
0.426787 1.666166 0.001023 46.111461
0.466523 1.611636 0.001426 40.583701
0.506259 1.563657 0.001231 36.376639
0.545995 1.509669 0.001390 32.097198
0.585732 1.452389 0.001407 28.128685
0.625468 1.373115 0.001570 23.415296
0.665204 1.303941 0.001996 19.922583
0.704940 1.259476 0.001741 18.008074
0.744677 1.184909 0.001739 15.167133
0.784413 1.107459 0.002411 12.644686
0.824149 1.039322 0.002336 10.812931
0.863885 0.968308 0.002607 9.168622
0.903621 0.889735 0.002725 7.646464
