# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.706992 0.000128 5089.758535
-1.560025 3.680074 0.000095 4784.699145
-1.520288 3.646168 0.000097 4425.312311
-1.480552 3.601869 0.000109 3995.933007
-1.440816 3.561550 0.000181 3640.265816
-1.401080 3.506556 0.000182 3207.279436
-1.361343 3.462891 0.000122 2901.420846
-1.321607 3.427093 0.000154 2671.393912
-1.281871 3.378147 0.000118 2387.132566
-1.242135 3.359510 0.000116 2286.882053
-1.202399 3.330691 0.000089 2140.354826
-1.162662 3.297010 0.000107 1980.454367
-1.122926 3.235032 0.000134 1716.813058
-1.083190 3.191694 0.000153 1553.611285
-1.043454 3.117036 0.000124 1308.431869
-1.003717 3.037950 0.000165 1090.361851
-0.963981 2.972993 0.000121 939.104283
-0.924245 2.934116 0.000108 858.749911
-0.884509 2.887170 0.000136 770.650847
-0.844773 2.823692 0.000116 665.925130
-0.805036 2.743978 0.000150 554.157320
-0.765300 2.682369 0.000139 480.893314
-0.725564 2.619684 0.000129 416.281221
-0.685828 2.558128 0.000081 361.360879
-0.646091 2.487292 0.000146 306.871523
-0.606355 2.426063 0.000118 266.557762
-0.566619 2.348301 0.000086 222.896051
-0.526883 2.281970 0.000094 191.317142
-0.487147 2.216349 0.000102 164.480397
-0.447410 2.158718 0.000157 143.998326
-0.407674 2.088491 0.000170 122.489528
-0.367938 2.027909 0.000206 106.520846
-0.328202 1.959982 0.000176 91.112220
-0.288465 1.902032 0.000142 79.745129
-0.248729 1.840764 0.000197 69.232453
-0.208993 1.778182 0.000213 59.936490
-0.169257 1.712672 0.000228 51.540416
-0.129520 1.656288 0.000305 45.246597
-0.089784 1.598126 0.000291 39.578060
-0.050048 1.544215 0.000404 34.936923
-0.010312 1.494278 0.000421 31.139238
0.029424 1.442993 0.000400 27.673964
0.069161 1.390449 0.000594 24.495173
0.108897 1.346779 0.000464 22.167165
0.148633 1.298994 0.000581 19.845216
0.188369 1.262505 0.000538 18.250100
0.228106 1.219037 0.000583 16.507978
0.267842 1.177632 0.000669 14.999969
0.307578 1.134484 0.000718 13.577852
0.347314 1.097159 0.001368 12.416785
0.387050 1.056691 0.001154 11.324862
0.426787 1.017696 0.000943 10.363915
0.466523 0.981981 0.001214 9.532036
0.506259 0.944572 0.001388 8.737276
0.545995 0.904114 0.001598 7.951228
0.585732 0.864518 0.001682 7.255111
0.625468 0.822871 0.001604 6.594440
0.665204 0.770449 0.002058 5.830549
0.704940 0.732517 0.002103 5.341647
0.744677 0.668357 0.002232 4.604878
0.784413 0.621121 0.002724 4.119533
0.824149 0.584656 0.003078 3.780665
0.863885 0.507654 0.003258 3.163377
0.903621 0.495619 0.002898 3.082805
