# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.938556 0.000114 8675.486390
-1.560025 3.915691 0.000112 8230.626791
-1.520288 3.882896 0.000191 7628.820842
-1.480552 3.847731 0.000195 7035.277923
-1.440816 3.810690 0.000237 6458.696260
-1.401080 3.755552 0.000178 5690.410295
-1.361343 3.720416 0.000154 5248.815829
-1.321607 3.682888 0.000250 4811.843651
-1.281871 3.645080 0.000175 4412.429434
-1.242135 3.618084 0.000138 4147.311580
-1.202399 3.586990 0.000114 3861.237518
-1.162662 3.548043 0.000114 3530.055580
-1.122926 3.490219 0.000164 3089.164944
-1.083190 3.439050 0.000153 2745.984469
-1.043454 3.366834 0.000157 2325.264801
-1.003717 3.300664 0.000142 1996.815162
-0.963981 3.231986 0.000164 1704.550094
-0.924245 3.188702 0.000120 1543.214648
-0.884509 3.144709 0.000136 1394.427031
-0.844773 3.074439 0.000128 1186.160315
-0.805036 3.001674 0.000117 1003.239904
-0.765300 2.933384 0.000101 857.334763
-0.725564 2.877113 0.000159 752.918083
-0.685828 2.811115 0.000361 646.075218
-0.646091 2.746166 0.000173 556.885900
-0.606355 2.680125 0.000122 478.457742
-0.566619 2.615086 0.000408 411.287198
-0.526883 2.547478 0.000162 352.455454
-0.487147 2.486704 0.000167 306.421372
-0.447410 2.420718 0.000167 263.229124
-0.407674 2.357209 0.000356 227.189470
-0.367938 2.296894 0.000128 197.969938
-0.328202 2.235883 0.001446 170.825360
-0.288465 2.179054 0.000195 150.870706
-0.248729 2.125645 0.001033 132.821107
-0.208993 2.061956 0.000331 115.131409
-0.169257 2.005760 0.000582 101.023141
-0.129520 1.955973 0.000841 89.957354
-0.089784 1.904345 0.001088 79.770156
-0.050048 1.855113 0.001049 71.235511
-0.010312 1.797926 0.000658 62.576427
0.029424 1.747901 0.000195 55.905206
0.069161 1.712215 0.002192 50.952703
0.108897 1.664941 0.001963 45.753273
0.148633 1.610017 0.000752 40.577575
0.188369 1.564454 0.000627 36.560333
0.228106 1.523955 0.003284 32.839250
0.267842 1.476906 0.000673 29.878341
0.307578 1.434436 0.001065 27.038557
0.347314 1.388444 0.000896 24.343353
0.387050 1.336787 0.000854 21.618306
0.426787 1.279931 0.000970 18.953873
0.466523 1.241073 0.000891 17.338921
0.506259 1.187601 0.001009 15.320657
0.545995 1.130902 0.000939 13.450498
0.585732 1.071269 0.001045 11.718256
0.625468 1.004723 0.001209 10.044762
0.665204 0.933484 0.001469 8.513369
0.704940 0.873096 0.001333 7.413543
0.744677 0.805082 0.001379 6.337318
0.784413 0.732728 0.001726 5.354939
0.824149 0.652486 0.002080 4.443208
0.863885 0.578688 0.002164 3.747182
0.903621 0.495158 0.002979 3.078207
