# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.105592 0.000136 12743.222302
-1.560025 4.090963 0.000113 12322.589307
-1.520288 4.067768 0.000129 11680.775164
-1.480552 4.044962 0.000185 11079.916840
-1.440816 4.019250 0.000167 10443.962162
-1.401080 3.968408 0.000172 9289.931313
-1.361343 3.938917 0.000175 8679.882303
-1.321607 3.906032 0.000263 8043.163351
-1.281871 3.869582 0.000163 7399.569412
-1.242135 3.842639 0.000119 6956.095094
-1.202399 3.814524 0.000135 6519.495558
-1.162662 3.782761 0.000133 6059.742027
-1.122926 3.739846 0.000173 5488.432780
-1.083190 3.701005 0.000165 5019.099572
-1.043454 3.639831 0.000155 4359.884919
-1.003717 3.584876 0.000191 3840.926606
-0.963981 3.515975 0.000157 3278.042931
-0.924245 3.471235 0.000122 2957.693812
-0.884509 3.434540 0.000135 2717.876535
-0.844773 3.372546 0.000193 2355.606601
-0.805036 3.315519 0.000211 2065.537783
-0.765300 3.259841 0.000193 1817.176804
-0.725564 3.200582 0.000174 1585.551327
-0.685828 3.147071 0.000183 1401.683734
-0.646091 3.097488 0.000172 1250.523698
-0.606355 3.041602 0.000126 1099.797785
-0.566619 2.987105 0.000182 969.808872
-0.526883 2.937544 0.000184 865.208666
-0.487147 2.885136 0.000259 766.548714
-0.447410 2.832703 0.000224 679.496597
-0.407674 2.786303 0.000296 610.410444
-0.367938 2.737882 0.000280 546.056363
-0.328202 2.691991 0.000235 491.415352
-0.288465 2.645662 0.000191 441.797683
-0.248729 2.601949 0.000261 399.345517
-0.208993 2.559962 0.000252 362.561338
-0.169257 2.514370 0.000375 326.216914
-0.129520 2.477786 0.000376 299.860270
-0.089784 2.436434 0.000355 272.656956
-0.050048 2.405476 0.001637 252.177373
-0.010312 2.361244 0.000396 229.261706
0.029424 2.319224 0.000462 208.046582
0.069161 2.278205 0.000556 189.201352
0.108897 2.237681 0.000670 172.242077
0.148633 2.193399 0.000686 155.531574
0.188369 2.162152 0.000528 144.855993
0.228106 2.119312 0.000553 131.232059
0.267842 2.072256 0.000921 117.526329
0.307578 2.028630 0.001303 106.079155
0.347314 1.985788 0.000950 96.294314
0.387050 1.933082 0.001097 85.222825
0.426787 1.864056 0.001308 72.618113
0.466523 1.817556 0.001283 65.253422
0.506259 1.765054 0.001405 57.785377
0.545995 1.698144 0.001416 49.531725
0.585732 1.622585 0.001494 41.604937
0.625468 1.536725 0.001165 34.201238
0.665204 1.446288 0.001645 27.701400
0.704940 1.393832 0.001833 24.525072
0.744677 1.309963 0.003079 20.085057
0.784413 1.233741 0.003484 16.815851
0.824149 1.142495 0.002963 13.666994
0.863885 1.073993 0.003207 11.657567
0.903621 0.995130 0.002890 9.738135
