# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.285403 0.000067 1928.627367
-1.560025 3.242170 0.000276 1743.950968
-1.520288 3.203508 0.000415 1594.231211
-1.480552 3.171310 0.000095 1482.828634
-1.440816 3.117688 0.000308 1309.120349
-1.401080 3.067365 0.000137 1166.942903
-1.361343 3.018979 0.000128 1043.960604
-1.321607 2.982279 0.000116 959.426513
-1.281871 2.952161 0.000121 895.121989
-1.242135 2.922502 0.000096 836.144903
-1.202399 2.895810 0.000091 786.323425
-1.162662 2.869296 0.000084 739.781254
-1.122926 2.814208 0.000116 651.538755
-1.083190 2.746068 0.000135 556.872967
-1.043454 2.663693 0.000118 460.703929
-1.003717 2.584713 0.000161 384.010042
-0.963981 2.530801 0.000155 339.190544
-0.924245 2.488151 0.000108 307.539971
-0.884509 2.447847 0.000124 280.260209
-0.844773 2.374517 0.000148 236.687222
-0.805036 2.286764 0.000164 193.368885
-0.765300 2.218313 0.000135 165.196659
-0.725564 2.167923 0.000114 147.116328
-0.685828 2.094337 0.000131 124.175535
-0.646091 2.022344 0.000160 105.190441
-0.606355 1.950805 0.000199 89.195998
-0.566619 1.875583 0.000125 75.040301
-0.526883 1.799197 0.000141 62.932228
-0.487147 1.726622 0.000166 53.240076
-0.447410 1.650015 0.000270 44.605980
-0.407674 1.576378 0.000130 37.677126
-0.367938 1.500837 0.000421 31.613190
-0.328202 1.424956 0.001626 26.376179
-0.288465 1.353237 0.000142 22.537748
-0.248729 1.274181 0.000171 18.783943
-0.208993 1.204278 0.000159 15.992383
-0.169257 1.130078 0.000184 13.478878
-0.129520 1.052538 0.000315 11.267079
-0.089784 0.978739 0.000211 9.511576
-0.050048 0.902572 0.000398 7.973618
-0.010312 0.834928 0.000208 6.830458
0.029424 0.759911 0.000332 5.743103
0.069161 0.688293 0.000527 4.864968
0.108897 0.620864 0.000267 4.171087
0.148633 0.547205 0.000582 3.514501
0.188369 0.483718 0.000337 3.040487
0.228106 0.411595 0.000456 2.573626
0.267842 0.349349 0.000415 2.230448
0.307578 0.282258 0.000399 1.911349
0.347314 0.215081 0.000476 1.636758
0.387050 0.152588 0.000597 1.416486
0.426787 0.085746 0.000641 1.214143
0.466523 0.032093 0.000637 1.073068
0.506259 -0.025997 0.000666 0.938575
0.545995 -0.096131 0.000672 0.798585
0.585732 -0.161446 0.000858 0.686403
0.625468 -0.234450 0.001284 0.578886
0.665204 -0.263090 0.001245 0.542055
0.704940 -0.337869 0.001080 0.456715
0.744677 -0.388049 0.001873 0.405171
0.784413 -0.437811 0.001954 0.361152
0.824149 -0.493166 0.002011 0.317837
0.863885 -0.553312 0.002374 0.276198
0.903621 -0.610022 0.002513 0.242210
