# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.103754 0.000125 12690.119329
-1.560025 4.092444 0.000126 12363.866712
-1.520288 4.070307 0.000216 11743.804621
-1.480552 4.044795 0.000144 11078.023333
-1.440816 4.015165 0.000226 10342.967179
-1.401080 3.966363 0.000161 9246.805062
-1.361343 3.938262 0.000159 8667.551668
-1.321607 3.903873 0.000279 8002.597337
-1.281871 3.868092 0.000178 7373.641129
-1.242135 3.844161 0.000110 6980.842273
-1.202399 3.814772 0.000205 6520.808484
-1.162662 3.783700 0.000137 6072.744621
-1.122926 3.738635 0.000238 5471.249483
-1.083190 3.701001 0.000187 5018.466326
-1.043454 3.639197 0.000176 4353.039202
-1.003717 3.588443 0.000155 3873.342711
-0.963981 3.517090 0.000162 3286.374223
-0.924245 3.468129 0.000126 2936.565933
-0.884509 3.432868 0.000188 2706.668475
-0.844773 3.373094 0.000138 2359.264835
-0.805036 3.320188 0.000168 2088.335038
-0.765300 3.263176 0.000222 1830.895696
-0.725564 3.198989 0.000158 1579.885846
-0.685828 3.147892 0.000189 1404.289935
-0.646091 3.097638 0.000149 1251.109515
-0.606355 3.041548 0.000147 1099.535831
-0.566619 2.986927 0.000178 969.431226
-0.526883 2.934934 0.000346 859.286011
-0.487147 2.882333 0.000205 761.834616
-0.447410 2.831997 0.000236 678.348197
-0.407674 2.783777 0.000251 607.015897
-0.367938 2.738744 0.000239 547.258899
-0.328202 2.691398 0.000205 490.823776
-0.288465 2.647149 0.000197 443.298483
-0.248729 2.602825 0.000278 400.115389
-0.208993 2.556265 0.000299 359.398544
-0.169257 2.522823 0.000332 332.704620
-0.129520 2.477724 0.000313 299.917905
-0.089784 2.437014 0.000354 273.022606
-0.050048 2.399238 0.000437 250.167268
-0.010312 2.359800 0.000455 228.429846
0.029424 2.319766 0.000441 208.329425
0.069161 2.278765 0.000519 189.483066
0.108897 2.236661 0.000729 171.784041
0.148633 2.192001 0.000652 155.060326
0.188369 2.163855 0.000636 145.342224
0.228106 2.116908 0.000647 130.442032
0.267842 2.071693 0.000865 117.409130
0.307578 2.018798 0.000896 103.928850
0.347314 1.983936 0.001411 95.650458
0.387050 1.930227 0.001141 84.644871
0.426787 1.857991 0.001139 71.675085
0.466523 1.825735 0.001123 66.550209
0.506259 1.765842 0.001377 57.899046
0.545995 1.693797 0.001480 49.021803
0.585732 1.624510 0.001269 41.839530
0.625468 1.549423 0.001479 35.157482
0.665204 1.444926 0.001487 27.637764
0.704940 1.397117 0.001995 24.690043
0.744677 1.315290 0.002464 20.399363
0.784413 1.238878 0.002706 17.086231
0.824149 1.153596 0.002950 14.021740
0.863885 1.071486 0.003338 11.582475
0.903621 0.990162 0.002928 9.625406
