# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas 
2.889615e-01 4.570000e-02 7.237179e-01 2.373846e-09 9.737821e-01 -8.169231e-01 -9.942308e-01 7.488462e-02 2.642821e+00 -7.769231e-03 
2.908077e-01 5.066923e-02 6.670513e-01 2.121538e-09 9.904487e-01 -1.268205e+00 -2.711538e-01 1.367308e-01 2.836667e+00 1.976923e-02 
3.434231e-01 4.786923e-02 6.901282e-01 1.904103e-09 9.528846e-01 -7.369231e-01 4.480769e-01 1.095000e-01 3.486410e+00 -1.084615e-02 
2.880385e-01 4.863846e-02 7.039744e-01 2.318462e-09 9.866026e-01 -1.253846e+00 -8.519231e-01 1.224231e-01 3.091538e+00 -2.792308e-02 
2.9?01154e-01 4.971538e-02 6.403846e-01 2.072308e-09 9.576282e-01 -5.010256e-01 -1.365385e-01 8.365385e-02 2.696667e+00 -6.230769e-03 
3.381154e-01 4.566923e-02 7.178205e-01 1.900000e-09 9.736538e-01 -9.317949e-01 2.634615e-01 1.138846e-01 3.235128e+00 2.823077e-02 
2.758077e-01 4.879231e-02 7.324359e-01 2.098974e-09 9.536538e-01 -8.907692e-01 1.634615e-01 9.703846e-02 2.420256e+00 -2.023077e-02 
2.926538e-01 4.602308e-02 6.542308e-01 2.236410e-09 9.789103e-01 -5.317949e-01 -2.250000e-01 6.865385e-02 3.454103e+00 1.669231e-02 
3.399615e-01 4.906923e-02 6.970513e-01 1.959487e-09 9.935256e-01 -1.218974e+00 -8.673077e-01 1.351154e-01 2.930000e+00 8.076923e-03 
2.804231e-01 4.877692e-02 6.903846e-01 1.789231e-09 9.940385e-01 -8.600000e-01 2.711538e-01 1.251923e-01 3.604872e+00 -1.407692e-02 
3.134231e-01 5.057692e-02 7.083333e-01 2.398462e-09 9.666026e-01 -6.569231e-01 -6.288462e-01 1.175769e-01 2.316154e+00 1.115385e-02 
3.406538e-01 4.510000e-02 6.578205e-01 1.969744e-09 9.672436e-01 -1.075385e+00 -4.711538e-01 6.242308e-02 2.825897e+00 -7.615385e-03 
2.868846e-01 4.990000e-02 6.767949e-01 2.306154e-09 9.896795e-01 -9.358974e-01 5.192308e-02 6.265385e-02 3.680256e+00 1.053846e-02 
2.970385e-01 4.796154e-02 7.357692e-01 1.889744e-09 9.740385e-01 -5.051282e-01 -3.269231e-02 1.196538e-01 2.387949e+00 2.692308e-03 
3.441154e-01 4.608462e-02 6.465385e-01 2.092821e-09 9.650641e-01 -1.167692e+00 -6.365385e-01 1.337308e-01 3.098718e+00 -1.253846e-02 
2.626538e-01 4.753077e-02 7.070513e-01 1.754359e-09 9.807051e-01 -8.312821e-01 -2.596154e-01 1.425000e-01 2.635641e+00 2.392308e-02 
2.988846e-01 4.623846e-02 6.585897e-01 2.109231e-09 9.616026e-01 -1.276410e+00 -7.519231e-01 8.526923e-02 3.393077e+00 -2.084615e-02 
3.367308e-01 5.086923e-02 6.934615e-01 2.455897e-09 9.892949e-01 -6.056410e-01 1.019231e-01 1.041923e-01 2.851026e+00 -3.461538e-03 
2.633462e-01 4.997692e-02 6.537179e-01 2.435385e-09 9.748077e-01 -1.112308e+00 -4.326923e-01 1.090385e-01 3.418205e+00 1.192308e-02 
3.198846e-01 4.680769e-02 7.355128e-01 1.836410e-09 9.659615e-01 -6.528205e-01 -5.942308e-01 1.485000e-01 3.195641e+00 9.769231e-03 
3.418077e-01 4.816154e-02 6.952564e-01 2.162564e-09 9.949359e-01 -9.482051e-01 3.711538e-01 7.534615e-02 2.409487e+00 -1.392308e-02 
2.792692e-01 4.837692e-02 7.337179e-01 1.924615e-09 9.964744e-01 -1.149231e+00 -2.096154e-01 1.436538e-01 2.912051e+00 -4.692308e-03 
3.078846e-01 4.511538e-02 6.437179e-01 2.261026e-09 9.649359e-01 -8.087179e-01 4.557692e-01 1.051154e-01 3.310513e+00 1.484615e-02 
3.404231e-01 4.976154e-02 6.852564e-01 2.207692e-09 9.682692e-01 -6.446154e-01 -7.480769e-01 7.650000e-02 2.545897e+00 -2.623077e-02 
2.716538e-01 4.539231e-02 7.247436e-01 2.443590e-09 9.898077e-01 -9.276923e-01 -1.326923e-01 9.842308e-02 3.421795e+00 7.307692e-03 
2.947308e-01 4.874615e-02 6.552564e-01 1.936923e-09 9.644231e-01 -5.625641e-01 -8.557692e-01 1.325769e-01 2.527949e+00 -1.746154e-02 
3.397308e-01 5.071538e-02 6.775641e-01 2.025128e-09 9.733974e-01 -1.245641e+00 4.134615e-01 8.480769e-02 2.919231e+00 1.807692e-02 
