# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas 
3.148077e-01 4.533077e-02 6.570513e-01 1.945128e-09 9.845513e-01 -5.174359e-01 -3.826923e-01 1.307308e-01 2.603333e+00 -3.769231e-03 
3.355769e-01 4.757692e-02 7.144872e-01 2.256923e-09 9.607051e-01 -1.286667e+00 -8.596154e-01 1.055769e-01 3.332051e+00 -1.530769e-02 
2.857308e-01 4.854615e-02 6.944872e-01 1.707179e-09 9.836538e-01 -1.058974e+00 -5.769231e-03 7.073077e-02 3.691026e+00 1.515385e-02 
3.028077e-01 4.974615e-02 6.529487e-01 2.412821e-09 9.678846e-01 -1.032308e+00 -9.557692e-01 1.155000e-01 2.703846e+00 -1.315385e-02 
3.383462e-01 4.563846e-02 7.165385e-01 2.101026e-09 9.664744e-01 -5.564103e-01 2.865385e-01 1.406538e-01 2.944359e+00 -7.000000e-03 
2.795000e-01 4.848462e-02 7.203846e-01 2.453846e-09 9.854487e-01 -8.415385e-01 4.980769e-01 1.014231e-01 2.707436e+00 -1.807692e-02 
2.905769e-01 4.648462e-02 6.719231e-01 1.998462e-09 9.695513e-01 -1.235385e+00 -8.288462e-01 1.491923e-01 3.055641e+00 1.407692e-02 
3.348846e-01 4.926923e-02 6.808974e-01 1.778974e-09 9.637821e-01 -5.256410e-01 -4.788462e-01 6.703846e-02 3.371538e+00 -7.153846e-03 
2.885000e-01 4.634615e-02 6.752564e-01 2.433333e-09 9.509615e-01 -1.186154e+00 -9.807692e-02 1.182692e-01 3.030513e+00 -2.284615e-02 
2.956538e-01 4.846923e-02 7.216667e-01 2.113333e-09 9.994231e-01 -6.938462e-01 -8.403846e-01 6.819231e-02 3.367949e+00 -8.230769e-03 
3.295769e-01 4.994615e-02 6.698718e-01 1.811795e-09 9.792949e-01 -9.112821e-01 3.653846e-02 1.385769e-01 2.596154e+00 2.776923e-02 
2.760385e-01 5.060769e-02 6.796154e-01 1.891795e-09 9.783974e-01 -8.271795e-01 3.442308e-01 1.498846e-01 2.983846e+00 6.538462e-03 
3.053462e-01 4.774615e-02 7.383333e-01 2.287692e-09 9.878846e-01 -1.052821e+00 -2.326923e-01 6.426923e-02 2.682308e+00 -2.207692e-02 
3.309615e-01 4.573077e-02 6.634615e-01 1.994359e-09 9.558333e-01 -7.389744e-01 -7.711538e-01 9.934615e-02 3.461282e+00 1.315385e-02 
2.693462e-01 4.965385e-02 6.616667e-01 2.195385e-09 9.559615e-01 -6.302564e-01 -9.250000e-01 1.007308e-01 3.245897e+00 4.384615e-03 
3.118077e-01 4.617692e-02 7.126923e-01 1.832308e-09 9.704487e-01 -1.243590e+00 -1.134615e-01 6.103846e-02 3.206410e+00 -1.576923e-02 
3.351154e-01 4.845385e-02 7.060256e-01 2.351282e-09 9.914744e-01 -8.764103e-01 1.826923e-01 1.401923e-01 2.614103e+00 2.038462e-02 
2.661154e-01 4.546923e-02 6.580769e-01 2.380000e-09 9.863462e-01 -9.523077e-01 3.480769e-01 8.319231e-02 2.926410e+00 -6.538462e-03 
2.998077e-01 5.062308e-02 6.888462e-01 1.895897e-09 9.741667e-01 -1.040513e+00 -5.250000e-01 1.228846e-01 3.579744e+00 2.915385e-02 
3.335000e-01 4.734615e-02 7.375641e-01 2.031282e-09 9.585256e-01 -7.471795e-01 -4.826923e-01 1.106538e-01 2.373590e+00 -2.346154e-02 
2.748846e-01 4.637692e-02 7.262821e-01 2.068205e-09 9.967308e-01 -6.343590e-01 -3.250000e-01 8.919231e-02 2.725385e+00 1.715385e-02 
3.164231e-01 4.882308e-02 6.521795e-01 2.347179e-09 9.728846e-01 -9.625641e-01 -9.288462e-01 1.404231e-01 3.665897e+00 7.153846e-03 
3.455000e-01 4.903846e-02 6.906410e-01 1.943077e-09 9.617308e-01 -1.151282e+00 2.442308e-01 9.173077e-02 2.775641e+00 -2.869231e-02 
2.624231e-01 4.726923e-02 6.991026e-01 1.809744e-09 9.690385e-01 -1.229231e+00 -1.711538e-01 1.219615e-01 2.413077e+00 -1.146154e-02 
3.196538e-01 4.551538e-02 6.632051e-01 2.217949e-09 9.972436e-01 -9.748718e-01 1.903846e-01 7.973077e-02 3.443333e+00 1.730769e-02 
3.224231e-01 4.982308e-02 7.221795e-01 2.250769e-09 9.610897e-01 -5.235897e-01 -9.634615e-01 1.108846e-01 3.163333e+00 -5.000000e-03 
2.836538e-01 4.599231e-02 6.770513e-01 2.023077e-09 9.546795e-01 -9.338462e-01 4.711538e-01 7.696154e-02 2.492051e+00 2.384615e-03 
