# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.612324 0.000000 4095.663912
-1.560025 3.599999 0.000000 3981.060098
-1.520288 3.580368 0.000000 3805.115219
-1.480552 3.557221 0.000000 3607.621377
-1.440816 3.531657 0.000000 3401.396550
-1.401080 3.493136 0.000000 3112.689262
-1.361343 3.466737 0.000000 2929.120048
-1.321607 3.438844 0.000000 2746.906908
-1.281871 3.410754 0.000000 2574.858198
-1.242135 3.390673 0.000000 2458.514473
-1.202399 3.367310 0.000000 2329.754914
-1.162662 3.337108 0.000000 2173.239643
-1.122926 3.293030 0.000000 1963.497429
-1.083190 3.247812 0.000000 1769.340016
-1.043454 3.186095 0.000000 1534.950916
-1.003717 3.129941 0.000000 1348.779626
-0.963981 3.073833 0.000000 1185.311097
-0.924245 3.036920 0.000000 1088.728802
-0.884509 2.998718 0.000000 997.052005
-0.844773 2.934595 0.000000 860.191459
-0.805036 2.865630 0.000000 733.888472
-0.765300 2.809019 0.000000 644.197774
-0.725564 2.758821 0.000000 573.880188
-0.685828 2.696257 0.000000 496.885548
-0.646091 2.629628 0.000000 426.213517
-0.606355 2.573313 0.000000 374.379981
-0.566619 2.509651 0.000000 323.333014
-0.526883 2.442329 0.000000 276.903875
-0.487147 2.386515 0.000000 243.508711
-0.447410 2.321678 0.000000 209.738340
-0.407674 2.260865 0.000000 182.332875
-0.367938 2.200727 0.000000 158.754847
-0.328202 2.140659 0.000000 138.247972
-0.288465 2.078150 0.000000 119.715432
-0.248729 2.020591 0.000000 104.855239
-0.208993 1.962739 0.000000 91.777909
-0.169257 1.907126 0.000000 80.746930
-0.129520 1.851849 0.000000 71.096631
-0.089784 1.798063 0.000000 62.814905
-0.050048 1.745705 0.000000 55.680746
-0.010312 1.694697 0.000000 49.510445
0.029424 1.645538 0.000000 44.211702
0.069161 1.596538 0.000000 39.494564
0.108897 1.548810 0.000000 35.384220
0.148633 1.503013 0.000000 31.842842
0.188369 1.457349 0.000000 28.664758
0.228106 1.412170 0.000000 25.832663
0.267842 1.366650 0.000001 23.262059
0.307578 1.322740 0.000000 21.025141
0.347314 1.276482 0.000001 18.900821
0.387050 1.229319 0.000001 16.955727
0.426787 1.181207 0.000002 15.177599
0.466523 1.132866 0.000001 13.578891
0.506259 1.080352 0.000002 12.032282
0.545995 1.026129 0.000002 10.620002
0.585732 0.969980 0.000002 9.332030
0.625468 0.910011 0.000002 8.128418
0.665204 0.847712 0.000002 7.042183
0.704940 0.783106 0.000002 6.068787
0.744677 0.715685 0.000002 5.196144
0.784413 0.645337 0.000002 4.419079
0.824149 0.573807 0.000002 3.748021
0.863885 0.500093 0.000003 3.162909
0.903621 0.423439 0.000004 2.651115
