# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.186550 0.000001 15365.551232
-1.560025 4.162601 0.000000 14541.180590
-1.520288 4.125042 0.000001 13336.424314
-1.480552 4.087346 0.000001 12227.693388
-1.440816 4.047450 0.000000 11154.472596
-1.401080 3.985395 0.000000 9669.281447
-1.361343 3.951725 0.000000 8947.965669
-1.321607 3.915062 0.000000 8223.594931
-1.281871 3.879499 0.000000 7577.021099
-1.242135 3.856849 0.000000 7191.986790
-1.202399 3.829960 0.000000 6760.210262
-1.162662 3.792142 0.000000 6196.428083
-1.122926 3.729673 0.000000 5366.274143
-1.083190 3.673137 0.000000 4711.259719
-1.043454 3.593132 0.000000 3918.611091
-1.003717 3.531261 0.000000 3398.296869
-0.963981 3.470544 0.000000 2954.904070
-0.924245 3.436009 0.000000 2729.030711
-0.884509 3.391670 0.000000 2464.166563
-0.844773 3.312186 0.000000 2052.039403
-0.805036 3.240398 0.000000 1739.392089
-0.765300 3.189181 0.000000 1545.897253
-0.725564 3.136543 0.000000 1369.438604
-0.685828 3.067917 0.000000 1169.274737
-0.646091 3.007752 0.000000 1018.008621
-0.606355 2.954047 0.000000 899.595109
-0.566619 2.888098 0.000000 772.854177
-0.526883 2.834839 0.000000 683.657732
-0.487147 2.775436 0.000000 596.260740
-0.447410 2.721934 0.000000 527.149324
-0.407674 2.668720 0.000000 466.358259
-0.367938 2.616910 0.000000 413.913126
-0.328202 2.564547 0.000000 366.898978
-0.288465 2.514621 0.000000 327.054989
-0.248729 2.465017 0.000000 291.753690
-0.208993 2.418193 0.000000 261.934494
-0.169257 2.372547 0.000000 235.801459
-0.129520 2.328670 0.000000 213.142252
-0.089784 2.284474 0.000000 192.518968
-0.050048 2.242177 0.000000 174.653028
-0.010312 2.200020 0.000000 158.496123
0.029424 2.159296 0.000000 144.309541
0.069161 2.118078 0.000000 131.243259
0.108897 2.075494 0.000001 118.985132
0.148633 2.032630 0.000001 107.802501
0.188369 1.989089 0.000001 97.518594
0.228106 1.942771 0.000001 87.653273
0.267842 1.895164 0.000001 78.552760
0.307578 1.845140 0.000001 70.006358
0.347314 1.793200 0.000001 62.115128
0.387050 1.738179 0.000001 54.723869
0.426787 1.680836 0.000001 47.954994
0.466523 1.621401 0.000001 41.821338
0.506259 1.558092 0.000001 36.148496
0.545995 1.493883 0.000002 31.180223
0.585732 1.425767 0.000001 26.654094
0.625468 1.356800 0.000002 22.740205
0.665204 1.285573 0.000008 19.299848
0.704940 1.211496 0.000012 16.273000
0.744677 1.134954 0.000023 13.642738
0.784413 1.056520 0.000059 11.386367
0.824149 0.979556 0.000074 9.536402
0.863885 0.901232 0.000109 7.961257
0.903621 0.821697 0.000127 6.628346
