# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.427065 0.000056 2672.617911
-1.560025 3.410766 0.000042 2574.366437
-1.520288 3.389949 0.000037 2453.936311
-1.480552 3.361619 0.000032 2299.034336
-1.440816 3.333128 0.000036 2153.000654
-1.401080 3.296269 0.000039 1977.785536
-1.361343 3.265486 0.000039 1842.457617
-1.321607 3.235957 0.000052 1721.223964
-1.281871 3.203784 0.000043 1598.398311
-1.242135 3.179773 0.000042 1512.429115
-1.202399 3.151305 0.000067 1416.288559
-1.162662 3.121034 0.000048 1321.063015
-1.122926 3.075179 0.000070 1188.552545
-1.083190 3.028327 0.000061 1067.051191
-1.043454 2.971755 0.000065 936.711711
-1.003717 2.906069 0.000053 805.280601
-0.963981 2.847339 0.000054 703.418842
-0.924245 2.806380 0.000035 640.177092
-0.884509 2.769006 0.000045 587.355652
-0.844773 2.702089 0.000046 503.481211
-0.805036 2.628694 0.000076 425.128141
-0.765300 2.571499 0.000048 372.724080
-0.725564 2.518889 0.000048 330.201055
-0.685828 2.455614 0.000033 285.455153
-0.646091 2.379651 0.000051 239.625535
-0.606355 2.322238 0.000069 209.932131
-0.566619 2.252858 0.000061 178.944052
-0.526883 2.178562 0.000079 150.792823
-0.487147 2.118413 0.000034 131.321310
-0.447410 2.047567 0.000039 111.551697
-0.407674 1.979546 0.000044 95.377427
-0.367938 1.910245 0.000089 81.290422
-0.328202 1.846312 0.000041 70.180751
-0.288465 1.773653 0.000038 59.369603
-0.248729 1.709149 0.000051 51.172008
-0.208993 1.643318 0.000050 43.974743
-0.169257 1.577603 0.000049 37.799796
-0.129520 1.514322 0.000033 32.677293
-0.089784 1.450973 0.000043 28.240548
-0.050048 1.387499 0.000046 24.400151
-0.010312 1.327258 0.000067 21.237464
0.029424 1.267180 0.000045 18.495983
0.069161 1.209082 0.000066 16.178169
0.108897 1.151881 0.000105 14.178823
0.148633 1.097832 0.000076 12.521539
0.188369 1.042291 0.000099 11.017019
0.228106 0.989011 0.000110 9.744458
0.267842 0.938296 0.000133 8.669418
0.307578 0.884835 0.000084 7.667267
0.347314 0.833310 0.000095 6.809109
0.387050 0.780564 0.000158 6.028384
0.426787 0.725749 0.000169 5.313237
0.466523 0.679046 0.000192 4.770949
0.506259 0.635000 0.000159 4.311545
0.545995 0.584195 0.000332 3.832053
0.585732 0.529041 0.000410 3.373615
0.625468 0.479524 0.000439 3.009625
0.665204 0.423832 0.000454 2.647200
0.704940 0.368189 0.000499 2.328299
0.744677 0.311794 0.000520 2.044548
0.784413 0.249071 0.000536 1.769446
0.824149 0.190119 0.000715 1.543377
0.863885 0.129640 0.000719 1.342719
0.903621 0.065770 0.000647 1.159525
