# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.617983 0.000000 4149.375753
-1.560025 3.587696 0.000000 3869.863992
-1.520288 3.548603 0.000000 3536.737993
-1.480552 3.505842 0.000000 3205.102580
-1.440816 3.462136 0.000000 2898.246073
-1.401080 3.406480 0.000000 2549.643651
-1.361343 3.368497 0.000000 2336.125749
-1.321607 3.332596 0.000000 2150.779859
-1.281871 3.298781 0.000000 1989.666483
-1.242135 3.275131 0.000000 1884.216873
-1.202399 3.246675 0.000000 1764.715577
-1.162662 3.204703 0.000000 1602.147997
-1.122926 3.141326 0.000000 1384.602191
-1.083190 3.072313 0.000000 1181.170098
-1.043454 2.989050 0.000000 975.100144
-1.003717 2.924509 0.000000 840.442662
-0.963981 2.873340 0.000000 747.033446
-0.924245 2.839769 0.000000 691.462178
-0.884509 2.785162 0.000000 609.763429
-0.844773 2.694306 0.000000 494.658386
-0.805036 2.613312 0.000000 410.498728
-0.765300 2.565666 0.000000 367.845795
-0.725564 2.508090 0.000000 322.173555
-0.685828 2.420613 0.000000 263.398136
-0.646091 2.352033 0.000000 224.922439
-0.606355 2.292658 0.000000 196.181140
-0.566619 2.210806 0.000000 162.482106
-0.526883 2.141034 0.000000 138.367370
-0.487147 2.072275 0.000000 118.106758
-0.447410 1.999704 0.000000 99.931855
-0.407674 1.927488 0.000000 84.622835
-0.367938 1.857059 0.000000 71.954528
-0.328202 1.786647 0.000000 61.185232
-0.288465 1.712462 0.000000 51.577597
-0.248729 1.642868 0.000000 43.940688
-0.208993 1.573491 0.000001 37.453237
-0.169257 1.505069 0.000000 31.993926
-0.129520 1.437356 0.000000 27.375054
-0.089784 1.370680 0.000000 23.478968
-0.050048 1.303961 0.000000 20.135412
-0.010312 1.239391 0.000000 17.353626
0.029424 1.176145 0.000000 15.001819
0.069161 1.113817 0.000000 12.996194
0.108897 1.052694 0.000001 11.289967
0.148633 0.993582 0.000001 9.853257
0.188369 0.935700 0.000001 8.623784
0.228106 0.879112 0.000001 7.570251
0.267842 0.823867 0.000001 6.665988
0.307578 0.769114 0.000001 5.876410
0.347314 0.716951 0.000001 5.211331
0.387050 0.664237 0.000001 4.615668
0.426787 0.613630 0.000001 4.107972
0.466523 0.562788 0.000001 3.654132
0.506259 0.511991 0.000002 3.250770
0.545995 0.460756 0.000002 2.889019
0.585732 0.409363 0.000002 2.566601
0.625468 0.357299 0.000003 2.276634
0.665204 0.302912 0.000002 2.008661
0.704940 0.247528 0.000003 1.768161
0.744677 0.190526 0.000003 1.550671
0.784413 0.130135 0.000003 1.349363
0.824149 0.068610 0.000003 1.171124
0.863885 0.005170 0.000003 1.011960
0.903621 -0.061004 0.000004 0.868935
