# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.980339 0.000034 9555.666435
-1.560025 3.955493 0.000015 9025.256880
-1.520288 3.915107 0.000038 8222.809288
-1.480552 3.872712 0.000020 7458.728465
-1.440816 3.828983 0.000026 6744.083737
-1.401080 3.764301 0.000023 5810.949355
-1.361343 3.725407 0.000022 5313.190271
-1.321607 3.682980 0.000028 4818.539778
-1.281871 3.644670 0.000018 4411.920443
-1.242135 3.622142 0.000027 4188.707316
-1.202399 3.598320 0.000037 3964.934450
-1.162662 3.563796 0.000025 3662.164927
-1.122926 3.509240 0.000048 3229.448628
-1.083190 3.449797 0.000029 2816.630267
-1.043454 3.363106 0.000048 2306.718863
-1.003717 3.290573 0.000028 1952.127135
-0.963981 3.225078 0.000029 1678.846212
-0.924245 3.194954 0.000030 1566.337341
-0.884509 3.157399 0.000034 1436.547242
-0.844773 3.082816 0.000073 1209.618549
-0.805036 2.992196 0.000050 981.931830
-0.765300 2.940899 0.000030 872.631925
-0.725564 2.889820 0.000041 775.758014
-0.685828 2.818015 0.000053 657.494637
-0.646091 2.748524 0.000045 560.298585
-0.606355 2.695615 0.000041 496.045073
-0.566619 2.625421 0.000050 421.993325
-0.526883 2.564422 0.000058 366.681217
-0.487147 2.502233 0.000054 317.767687
-0.447410 2.443607 0.000062 277.628243
-0.407674 2.380584 0.000047 240.145889
-0.367938 2.322112 0.000066 209.874518
-0.328202 2.263141 0.000063 183.230012
-0.288465 2.203724 0.000083 159.783911
-0.248729 2.148783 0.000072 140.804901
-0.208993 2.093543 0.000082 123.981039
-0.169257 2.042515 0.000088 110.233310
-0.129520 1.988505 0.000102 97.335242
-0.089784 1.937911 0.000112 86.626767
-0.050048 1.888506 0.000105 77.315123
-0.010312 1.838664 0.000163 68.911166
0.029424 1.795089 0.000137 62.341053
0.069161 1.750434 0.000155 56.244136
0.108897 1.701933 0.000180 50.294352
0.148633 1.658830 0.000221 45.532525
0.188369 1.617627 0.000256 41.403422
0.228106 1.571844 0.000247 37.262814
0.267842 1.522365 0.000399 33.223611
0.307578 1.473380 0.000418 29.676839
0.347314 1.420785 0.000335 26.303472
0.387050 1.361810 0.000558 22.936424
0.426787 1.310617 0.000571 20.384615
0.466523 1.249040 0.000708 17.676999
0.506259 1.191209 0.000715 15.472584
0.545995 1.136071 0.000508 13.642740
0.585732 1.080067 0.000547 11.989679
0.625468 1.014979 0.000710 10.312010
0.665204 0.965037 0.000620 9.196208
0.704940 0.885629 0.000634 7.658936
0.744677 0.824978 0.000430 6.667896
0.784413 0.723788 0.003125 5.207072
0.824149 0.666469 0.001228 4.609356
0.863885 0.680982 0.003926 4.698302
0.903621 0.568424 0.004815 3.608590
