# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.989163 0.000000 9753.554414
-1.560025 3.969992 0.000000 9332.360684
-1.520288 3.942152 0.000000 8752.898154
-1.480552 3.910281 0.000000 8133.569058
-1.440816 3.877540 0.000000 7542.921695
-1.401080 3.826602 0.000000 6708.135170
-1.361343 3.797469 0.000000 6272.904150
-1.321607 3.766963 0.000000 5847.397829
-1.281871 3.736823 0.000000 5455.347476
-1.242135 3.717575 0.000000 5218.852435
-1.202399 3.692931 0.000000 4930.946231
-1.162662 3.657414 0.000000 4543.743868
-1.122926 3.600152 0.000000 3982.457489
-1.083190 3.545976 0.000000 3515.406509
-1.043454 3.473498 0.000000 2975.067771
-1.003717 3.417556 0.000000 2615.502204
-0.963981 3.364382 0.000000 2314.094307
-0.924245 3.332248 0.000000 2149.054861
-0.884509 3.287176 0.000000 1937.205492
-0.844773 3.208646 0.000000 1616.760357
-0.805036 3.139885 0.000000 1380.017549
-0.765300 3.094232 0.000000 1242.314779
-0.725564 3.041909 0.000000 1101.305894
-0.685828 2.970891 0.000000 935.169027
-0.646091 2.912090 0.000000 816.751507
-0.606355 2.860166 0.000000 724.711097
-0.566619 2.793321 0.000000 621.327493
-0.526883 2.736969 0.000000 545.717437
-0.487147 2.679570 0.000000 478.155694
-0.447410 2.623356 0.000000 420.102540
-0.407674 2.567979 0.000000 369.809744
-0.367938 2.515206 0.000000 327.495528
-0.328202 2.460453 0.000000 288.703487
-0.288465 2.406701 0.000000 255.093925
-0.248729 2.356172 0.000000 227.075799
-0.208993 2.306148 0.000001 202.370259
-0.169257 2.259007 0.000001 181.553873
-0.129520 2.211933 0.000000 162.904084
-0.089784 2.165971 0.000000 146.544650
-0.050048 2.121920 0.000001 132.409304
-0.010312 2.077485 0.000001 119.531851
0.029424 2.035455 0.000001 108.505911
0.069161 1.991466 0.000001 98.053778
0.108897 1.948657 0.000001 88.849567
0.148633 1.905738 0.000001 80.488987
0.188369 1.860983 0.000001 72.607394
0.228106 1.815225 0.000001 65.346548
0.267842 1.767484 0.000001 58.543818
0.307578 1.718631 0.000001 52.315188
0.347314 1.667114 0.000004 46.462773
0.387050 1.612209 0.000002 40.945417
0.426787 1.554414 0.000002 35.843489
0.466523 1.495288 0.000001 31.281299
0.506259 1.432412 0.000001 27.065059
0.545995 1.366383 0.000002 23.247617
0.585732 1.299009 0.000004 19.906729
0.625468 1.228447 0.000004 16.921497
0.665204 1.155710 0.000004 14.311989
0.704940 1.080091 0.000004 12.024934
0.744677 1.003788 0.000003 10.087434
0.784413 0.927431 0.000004 8.460999
0.824149 0.848527 0.000005 7.055298
0.863885 0.769705 0.000004 5.884312
0.903621 0.690270 0.000005 4.900705
