# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.612734 0.000020 4099.098386
-1.560025 3.586024 0.000016 3854.676522
-1.520288 3.549587 0.000030 3544.203345
-1.480552 3.509606 0.000028 3232.521335
-1.440816 3.464227 0.000042 2911.584406
-1.401080 3.410589 0.000028 2573.508716
-1.361343 3.368799 0.000025 2337.452765
-1.321607 3.332436 0.000034 2149.598284
-1.281871 3.293709 0.000022 1966.335797
-1.242135 3.266039 0.000021 1844.978976
-1.202399 3.241000 0.000027 1741.562882
-1.162662 3.205152 0.000024 1603.605756
-1.122926 3.157130 0.000039 1435.626065
-1.083190 3.101677 0.000026 1263.618562
-1.043454 3.025345 0.000027 1059.946838
-1.003717 2.949497 0.000024 890.104160
-0.963981 2.888381 0.000029 773.240309
-0.924245 2.840354 0.000022 692.314209
-0.884509 2.806069 0.000033 639.724109
-0.844773 2.740691 0.000026 550.341044
-0.805036 2.655159 0.000039 451.926647
-0.765300 2.591480 0.000029 390.312641
-0.725564 2.533157 0.000041 341.242145
-0.685828 2.471403 0.000042 296.008882
-0.646091 2.391884 0.000032 246.496229
-0.606355 2.332908 0.000043 215.183509
-0.566619 2.262751 0.000033 183.094048
-0.526883 2.190795 0.000046 155.127490
-0.487147 2.126193 0.000040 133.690915
-0.447410 2.055597 0.000047 113.629018
-0.407674 1.987564 0.000028 97.162824
-0.367938 1.921133 0.000033 83.379084
-0.328202 1.855786 0.000054 71.723504
-0.288465 1.783596 0.000063 60.736727
-0.248729 1.720471 0.000051 52.523620
-0.208993 1.655415 0.000067 45.212762
-0.169257 1.592539 0.000073 39.117504
-0.129520 1.528012 0.000079 33.715505
-0.089784 1.469028 0.000086 29.432612
-0.050048 1.409642 0.000085 25.671135
-0.010312 1.350976 0.000102 22.425477
0.029424 1.298457 0.000095 19.871789
0.069161 1.241143 0.000104 17.414144
0.108897 1.188258 0.000119 15.416421
0.148633 1.137356 0.000143 13.709662
0.188369 1.089833 0.000155 12.287858
0.228106 1.039448 0.000157 10.941758
0.267842 0.993072 0.000228 9.829851
0.307578 0.948784 0.000248 8.875919
0.347314 0.903652 0.000297 7.997770
0.387050 0.856745 0.000358 7.176631
0.426787 0.813304 0.000426 6.491168
0.466523 0.766938 0.000466 5.832641
0.506259 0.715644 0.000390 5.184960
0.545995 0.660446 0.000315 4.567952
0.585732 0.639064 0.000266 4.349614
0.625468 0.590595 0.000377 3.888000
0.665204 0.563399 0.000385 3.651841
0.704940 0.512642 0.000383 3.249078
0.744677 0.460729 0.000385 2.882987
0.784413 0.414140 0.000472 2.588535
0.824149 0.374560 0.000559 2.361967
0.863885 0.314617 0.000584 2.057183
0.903621 0.261555 0.000688 1.819583
