# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.320537 0.000001 2091.868373
-1.560025 3.312813 0.000001 2054.988729
-1.520288 3.298462 0.000002 1988.189215
-1.480552 3.282434 0.000002 1916.154063
-1.440816 3.263775 0.000002 1835.561992
-1.401080 3.231998 0.000002 1706.051387
-1.361343 3.209488 0.000002 1619.880430
-1.321607 3.182346 0.000002 1521.739295
-1.281871 3.153703 0.000002 1424.617677
-1.242135 3.131002 0.000002 1352.065832
-1.202399 3.105550 0.000002 1275.102740
-1.162662 3.076558 0.000002 1192.760670
-1.122926 3.040206 0.000002 1096.983152
-1.083190 3.002554 0.000002 1005.886326
-1.043454 2.951643 0.000003 894.614438
-1.003717 2.896872 0.000003 788.614362
-0.963981 2.835956 0.000002 685.410310
-0.924245 2.791109 0.000001 618.168211
-0.884509 2.751659 0.000002 564.488014
-0.844773 2.698093 0.000002 498.985372
-0.805036 2.637812 0.000004 434.313412
-0.765300 2.569426 0.000002 371.039678
-0.725564 2.512799 0.000002 325.682022
-0.685828 2.459905 0.000004 288.333639
-0.646091 2.390120 0.000002 245.536181
-0.606355 2.324515 0.000002 211.110028
-0.566619 2.264448 0.000004 183.839350
-0.526883 2.190181 0.000003 154.943675
-0.487147 2.130551 0.000002 135.066302
-0.447410 2.061170 0.000002 115.124028
-0.407674 1.994328 0.000002 98.701624
-0.367938 1.926440 0.000002 84.418219
-0.328202 1.862150 0.000002 72.802381
-0.288465 1.791105 0.000002 61.816034
-0.248729 1.726073 0.000002 53.219191
-0.208993 1.660470 0.000003 45.757580
-0.169257 1.595567 0.000003 39.405774
-0.129520 1.530945 0.000003 33.957674
-0.089784 1.467880 0.000003 29.367964
-0.050048 1.405668 0.000003 25.448496
-0.010312 1.344298 0.000004 22.094748
0.029424 1.284508 0.000003 19.253077
0.069161 1.225986 0.000005 16.825796
0.108897 1.169227 0.000005 14.764365
0.148633 1.113788 0.000004 12.995030
0.188369 1.059072 0.000005 11.456754
0.228106 1.006403 0.000005 10.148267
0.267842 0.954947 0.000006 9.014324
0.307578 0.905063 0.000007 8.036129
0.347314 0.854944 0.000010 7.160126
0.387050 0.806815 0.000010 6.409020
0.426787 0.758339 0.000015 5.731969
0.466523 0.710167 0.000014 5.130194
0.506259 0.661998 0.000015 4.591591
0.545995 0.612474 0.000016 4.096729
0.585732 0.563182 0.000018 3.657132
0.625468 0.512580 0.000021 3.254858
0.665204 0.459649 0.000029 2.881266
0.704940 0.405112 0.000032 2.541192
0.744677 0.347268 0.000037 2.224243
0.784413 0.287311 0.000047 1.937326
0.824149 0.223857 0.000059 1.673869
0.863885 0.159635 0.000067 1.443712
0.903621 0.093106 0.000084 1.238549
