# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.173020 0.000023 14892.501165
-1.560025 4.145760 0.000027 13986.145514
-1.520288 4.116400 0.000020 13072.337749
-1.480552 4.079270 0.000014 12001.582726
-1.440816 4.041438 0.000017 11000.165241
-1.401080 3.982693 0.000013 9608.644918
-1.361343 3.951927 0.000011 8951.592826
-1.321607 3.916445 0.000024 8248.792961
-1.281871 3.885818 0.000014 7687.502175
-1.242135 3.867647 0.000015 7372.451649
-1.202399 3.845697 0.000029 7008.602369
-1.162662 3.809124 0.000013 6443.088162
-1.122926 3.751179 0.000024 5637.983779
-1.083190 3.697308 0.000019 4980.386302
-1.043454 3.621357 0.000023 4181.225658
-1.003717 3.562861 0.000014 3654.498646
-0.963981 3.508299 0.000024 3222.870251
-0.924245 3.476931 0.000017 2998.410994
-0.884509 3.435800 0.000016 2727.483975
-0.844773 3.361751 0.000020 2299.884982
-0.805036 3.292839 0.000025 1962.376816
-0.765300 3.247345 0.000017 1767.280795
-0.725564 3.197509 0.000022 1575.646641
-0.685828 3.133889 0.000014 1360.994554
-0.646091 3.078234 0.000023 1197.241443
-0.606355 3.028507 0.000027 1067.689110
-0.566619 2.967329 0.000024 927.415552
-0.526883 2.918517 0.000028 828.806624
-0.487147 2.862941 0.000028 729.251084
-0.447410 2.814966 0.000027 652.984957
-0.407674 2.764279 0.000022 581.068652
-0.367938 2.714856 0.000031 518.542649
-0.328202 2.669829 0.000041 467.450413
-0.288465 2.624096 0.000044 420.721021
-0.248729 2.578235 0.000049 378.549449
-0.208993 2.534870 0.000051 342.572378
-0.169257 2.493825 0.000054 311.674437
-0.129520 2.452761 0.000062 283.542210
-0.089784 2.412367 0.000063 258.357639
-0.050048 2.373835 0.000081 236.399820
-0.010312 2.334038 0.000095 215.684869
0.029424 2.298303 0.000100 198.642483
0.069161 2.260793 0.000113 182.193623
0.108897 2.215009 0.000127 163.951527
0.148633 2.173020 0.000159 148.817402
0.188369 2.123056 0.000139 132.658654
0.228106 2.074952 0.000192 118.716239
0.267842 2.022637 0.000229 105.222726
0.307578 1.966424 0.000256 92.434488
0.347314 1.908607 0.000315 80.887633
0.387050 1.849199 0.000457 70.493224
0.426787 1.789134 0.000377 61.413707
0.466523 1.724161 0.000525 52.838688
0.506259 1.658924 0.000653 45.438110
0.545995 1.587244 0.000591 38.537401
0.585732 1.536654 0.000528 34.311431
0.625468 1.461617 0.000660 28.846839
0.665204 1.386751 0.000732 24.269719
0.704940 1.289329 0.001221 19.342711
0.744677 1.211937 0.001171 16.189825
0.784413 1.175175 0.000694 14.913379
0.824149 1.109713 0.000568 12.835274
0.863885 1.040657 0.000778 10.936168
0.903621 0.958311 0.000896 9.041634
